flight_number,flight_date,flight_id,status,airline_code,airline_name,route,origin,destination,leg_status,leg_status_name,departure_airport_code,departure_airport_name,departure_city_code,departure_city_name,departure_country_code,departure_country_name,departure_latitude,departure_longitude,scheduled_departure_time,latest_departure_time,arrival_airport_code,arrival_airport_name,arrival_city_code,arrival_city_name,arrival_country_code,arrival_country_name,arrival_latitude,arrival_longitude,scheduled_arrival_time,latest_arrival_time,estimated_arrival_time,scheduled_duration,completion_percentage,aircraft_type_code,aircraft_type_name,aircraft_owner
1645,2025-12-31,20251231+DL+1645,SCHEDULED,DL,DELTA AIR LINES INC.,SEA->PHX->SEA,SEA,SEA,SCHEDULED,Scheduled,PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHX,PHOENIX,US,UNITED STATES,33.4353,-112.0119,2025-12-31T18:30:00.000-07:00,2025-12-31T18:30:00.000-07:00,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEA,SEATTLE,US,UNITED STATES,47.4472,-122.3056,2025-12-31T20:49:00.000-08:00,2025-12-31T20:49:00.000-08:00,2025-12-31T20:49:00.000-08:00,PT3H19M,0,738,BOEING 737-800 PASSENGER,DELTA AIR LINES INC.
2619,2025-12-31,20251231+DL+2619,SCHEDULED,DL,DELTA AIR LINES INC.,DFW->DTW,DFW,DTW,CANCELLED,Cancelled,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SLC,SALT LAKE CITY,US,UNITED STATES,40.7842,-111.9669,2025-12-30T17:25:00.000-07:00,2025-12-30T17:25:00.000-07:00,MKE,GENERAL MITCHELL INTERNATIONAL AIRPORT,MKE,MILWAUKEE,US,UNITED STATES,42.9503,-87.8972,2025-12-30T21:24:00.000-06:00,2025-12-30T21:24:00.000-06:00,2025-12-30T21:24:00.000-06:00,PT2H59M,0,319,AIRBUS A319,DELTA AIR LINES INC.
2619,2025-12-31,20251231+DL+2619,SCHEDULED,DL,DELTA AIR LINES INC.,DFW->DTW,DFW,DTW,SCHEDULED,Scheduled,DFW,DALLAS/FT. WORTH INTERNATIONAL AIRPORT,DFW,DALLAS,US,UNITED STATES,32.8944,-97.0297,2025-12-31T15:21:00.000-06:00,2025-12-31T15:21:00.000-06:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DTT,DETROIT,US,UNITED STATES,42.2186,-83.3486,2025-12-31T19:01:00.000-05:00,2025-12-31T19:01:00.000-05:00,2025-12-31T19:01:00.000-05:00,PT2H40M,0,319,AIRBUS A319,DELTA AIR LINES INC.
3753,2025-12-31,20251231+DL+3753,SCHEDULED,DL,DELTA AIR LINES INC.,MSP->FSD->MSP,MSP,MSP,CANCELLED,Cancelled,GEG,SPOKANE INTERNATIONAL AIRPORT,GEG,SPOKANE,US,UNITED STATES,47.6169,-117.5372,2025-12-30T19:07:00.000-08:00,2025-12-30T19:07:00.000-08:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SLC,SALT LAKE CITY,US,UNITED STATES,40.7842,-111.9669,2025-12-30T22:01:00.000-07:00,2025-12-30T22:01:00.000-07:00,2025-12-30T22:01:00.000-07:00,PT1H54M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3753,2025-12-31,20251231+DL+3753,SCHEDULED,DL,DELTA AIR LINES INC.,MSP->FSD->MSP,MSP,MSP,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T15:15:00.000-05:00,2025-12-31T15:15:00.000-05:00,SBN,SOUTH BEND INTERNATIONAL AIRPORT,SBN,SOUTH BEND,US,UNITED STATES,41.7044,-86.3125,2025-12-31T17:10:00.000-05:00,2025-12-31T17:10:00.000-05:00,2025-12-31T17:10:00.000-05:00,PT1H55M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,SKYWEST AIRLINES
3753,2025-12-31,20251231+DL+3753,SCHEDULED,DL,DELTA AIR LINES INC.,MSP->FSD->MSP,MSP,MSP,CANCELLED,Cancelled,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SLC,SALT LAKE CITY,US,UNITED STATES,40.7842,-111.9669,2025-12-30T17:25:00.000-07:00,2025-12-30T17:25:00.000-07:00,GEG,SPOKANE INTERNATIONAL AIRPORT,GEG,SPOKANE,US,UNITED STATES,47.6169,-117.5372,2025-12-30T18:21:00.000-08:00,2025-12-30T18:21:00.000-08:00,2025-12-30T18:21:00.000-08:00,PT1H56M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3753,2025-12-31,20251231+DL+3753,SCHEDULED,DL,DELTA AIR LINES INC.,MSP->FSD->MSP,MSP,MSP,CANCELLED,Cancelled,SBN,SOUTH BEND INTERNATIONAL AIRPORT,SBN,SOUTH BEND,US,UNITED STATES,41.7044,-86.3125,2025-12-31T17:55:00.000-05:00,2025-12-31T17:55:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T19:59:00.000-05:00,2025-12-31T19:59:00.000-05:00,2025-12-31T19:59:00.000-05:00,PT2H4M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,SKYWEST AIRLINES
3753,2025-12-31,20251231+DL+3753,SCHEDULED,DL,DELTA AIR LINES INC.,MSP->FSD->MSP,MSP,MSP,CANCELLED,Cancelled,YYZ,LESTER B.PEARSON INTERNATIONAL AIRPORT,YTO,TORONTO,CA,CANADA,43.6833,-79.6333,2025-12-31T16:40:00.000-05:00,2025-12-31T16:40:00.000-05:00,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NYC,NEW YORK,US,UNITED STATES,40.6386,-73.7769,2025-12-31T18:45:00.000-05:00,2025-12-31T18:45:00.000-05:00,2025-12-31T18:45:00.000-05:00,PT2H5M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3753,2025-12-31,20251231+DL+3753,SCHEDULED,DL,DELTA AIR LINES INC.,MSP->FSD->MSP,MSP,MSP,SCHEDULED,Scheduled,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-31T08:50:00.000-06:00,2025-12-31T08:50:00.000-06:00,FSD,JOE FOSS FIELD,FSD,SIOUX FALLS,US,UNITED STATES,43.5789,-96.7408,2025-12-31T10:05:00.000-06:00,2025-12-31T10:05:00.000-06:00,2025-12-31T10:05:00.000-06:00,PT1H15M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3753,2025-12-31,20251231+DL+3753,SCHEDULED,DL,DELTA AIR LINES INC.,MSP->FSD->MSP,MSP,MSP,SCHEDULED,Scheduled,FSD,JOE FOSS FIELD,FSD,SIOUX FALLS,US,UNITED STATES,43.5789,-96.7408,2025-12-31T10:59:00.000-06:00,2025-12-31T10:59:00.000-06:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-31T12:09:00.000-06:00,2025-12-31T12:09:00.000-06:00,2025-12-31T12:09:00.000-06:00,PT1H10M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3789,2025-12-31,20251231+DL+3789,SCHEDULED,DL,DELTA AIR LINES INC.,MDW->DTW,MDW,DTW,CANCELLED,Cancelled,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEA,SEATTLE,US,UNITED STATES,47.4472,-122.3056,2025-12-31T11:35:00.000-08:00,2025-12-31T11:35:00.000-08:00,SJC,SAN JOSE INTERNATIONAL AIRPORT,SJC,SAN JOSE,US,UNITED STATES,37.3611,-121.9256,2025-12-31T14:00:00.000-08:00,2025-12-31T14:00:00.000-08:00,2025-12-31T14:00:00.000-08:00,PT2H25M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3789,2025-12-31,20251231+DL+3789,SCHEDULED,DL,DELTA AIR LINES INC.,MDW->DTW,MDW,DTW,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T16:35:00.000-05:00,2025-12-31T16:35:00.000-05:00,SHV,SHREVEPORT REGIONAL AIRPORT,SHV,SHREVEPORT,US,UNITED STATES,32.4469,-93.75,2025-12-31T17:34:00.000-06:00,2025-12-31T17:34:00.000-06:00,2025-12-31T17:34:00.000-06:00,PT1H59M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,SKYWEST AIRLINES
3789,2025-12-31,20251231+DL+3789,SCHEDULED,DL,DELTA AIR LINES INC.,MDW->DTW,MDW,DTW,CANCELLED,Cancelled,SHV,SHREVEPORT REGIONAL AIRPORT,SHV,SHREVEPORT,US,UNITED STATES,32.4469,-93.75,2025-12-31T18:19:00.000-06:00,2025-12-31T18:19:00.000-06:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T21:11:00.000-05:00,2025-12-31T21:11:00.000-05:00,2025-12-31T21:11:00.000-05:00,PT1H52M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,SKYWEST AIRLINES
3789,2025-12-31,20251231+DL+3789,SCHEDULED,DL,DELTA AIR LINES INC.,MDW->DTW,MDW,DTW,CANCELLED,Cancelled,SJC,SAN JOSE INTERNATIONAL AIRPORT,SJC,SAN JOSE,US,UNITED STATES,37.3611,-121.9256,2025-12-31T14:35:00.000-08:00,2025-12-31T14:35:00.000-08:00,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEA,SEATTLE,US,UNITED STATES,47.4472,-122.3056,2025-12-31T16:47:00.000-08:00,2025-12-31T16:47:00.000-08:00,2025-12-31T16:47:00.000-08:00,PT2H12M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3789,2025-12-31,20251231+DL+3789,SCHEDULED,DL,DELTA AIR LINES INC.,MDW->DTW,MDW,DTW,SCHEDULED,Scheduled,MDW,MIDWAY INTERNATIONAL AIRPORT,CHI,CHICAGO,US,UNITED STATES,41.785,-87.7519,2025-12-30T18:25:00.000-06:00,2025-12-30T18:25:00.000-06:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DTT,DETROIT,US,UNITED STATES,42.2186,-83.3486,2025-12-30T20:39:00.000-05:00,2025-12-30T20:39:00.000-05:00,2025-12-30T20:39:00.000-05:00,PT1H14M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
5032,2025-12-31,20251231+DL+5032,SCHEDULED,DL,DELTA AIR LINES INC.,SAV->JFK,SAV,JFK,CANCELLED,Cancelled,YUL,PIERRE E. TRUDEAU INTERNATIONAL AIRPORT,YMQ,MONTREAL,CA,CANADA,45.4639,-73.75,2025-12-31T12:45:00.000-05:00,2025-12-31T12:45:00.000-05:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DTT,DETROIT,US,UNITED STATES,42.2186,-83.3486,2025-12-31T14:55:00.000-05:00,2025-12-31T14:55:00.000-05:00,2025-12-31T14:55:00.000-05:00,PT2H10M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
5032,2025-12-31,20251231+DL+5032,SCHEDULED,DL,DELTA AIR LINES INC.,SAV->JFK,SAV,JFK,CANCELLED,Cancelled,XNA,NORTHWEST ARKANSAS REGIONAL AIRPORT,FYV,FAYETTEVILLE,US,UNITED STATES,36.2817,-94.3067,2025-12-31T15:42:00.000-06:00,2025-12-31T15:42:00.000-06:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T18:29:00.000-05:00,2025-12-31T18:29:00.000-05:00,2025-12-31T18:29:00.000-05:00,PT1H47M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
5032,2025-12-31,20251231+DL+5032,SCHEDULED,DL,DELTA AIR LINES INC.,SAV->JFK,SAV,JFK,CANCELLED,Cancelled,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DTT,DETROIT,US,UNITED STATES,42.2186,-83.3486,2025-12-31T10:25:00.000-05:00,2025-12-31T10:25:00.000-05:00,YUL,PIERRE E. TRUDEAU INTERNATIONAL AIRPORT,YMQ,MONTREAL,CA,CANADA,45.4639,-73.75,2025-12-31T12:18:00.000-05:00,2025-12-31T12:18:00.000-05:00,2025-12-31T12:18:00.000-05:00,PT1H53M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
5032,2025-12-31,20251231+DL+5032,SCHEDULED,DL,DELTA AIR LINES INC.,SAV->JFK,SAV,JFK,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T13:55:00.000-05:00,2025-12-31T13:55:00.000-05:00,XNA,NORTHWEST ARKANSAS REGIONAL AIRPORT,FYV,FAYETTEVILLE,US,UNITED STATES,36.2817,-94.3067,2025-12-31T14:57:00.000-06:00,2025-12-31T14:57:00.000-06:00,2025-12-31T14:57:00.000-06:00,PT2H2M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
5032,2025-12-31,20251231+DL+5032,SCHEDULED,DL,DELTA AIR LINES INC.,SAV->JFK,SAV,JFK,CANCELLED,Cancelled,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NYC,NEW YORK,US,UNITED STATES,40.6386,-73.7769,2025-12-30T19:25:00.000-05:00,2025-12-30T19:25:00.000-05:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DTT,DETROIT,US,UNITED STATES,42.2186,-83.3486,2025-12-30T21:50:00.000-05:00,2025-12-30T21:50:00.000-05:00,2025-12-30T21:50:00.000-05:00,PT2H25M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
5032,2025-12-31,20251231+DL+5032,SCHEDULED,DL,DELTA AIR LINES INC.,SAV->JFK,SAV,JFK,SCHEDULED,Scheduled,SAV,HILTON HEAD INTERNATIONAL AIRPORT,SAV,SAVANNAH,US,UNITED STATES,32.1272,-81.1994,2025-12-31T07:25:00.000-05:00,2025-12-31T07:25:00.000-05:00,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NYC,NEW YORK,US,UNITED STATES,40.6386,-73.7769,2025-12-31T09:39:00.000-05:00,2025-12-31T09:39:00.000-05:00,2025-12-31T09:39:00.000-05:00,PT2H14M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
5189,2025-12-31,20251231+DL+5189,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->JAN,ATL,JAN,CANCELLED,Cancelled,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DTT,DETROIT,US,UNITED STATES,42.2186,-83.3486,2025-12-30T20:15:00.000-05:00,2025-12-30T20:15:00.000-05:00,GSP,GREENVILLE-SPARTANBURG INTERNATIONAL AIRPORT,GSP,GREENVILLE/SPARTANBURG,US,UNITED STATES,34.905,-82.21,2025-12-30T21:59:00.000-05:00,2025-12-30T21:59:00.000-05:00,2025-12-30T21:59:00.000-05:00,PT1H44M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
5189,2025-12-31,20251231+DL+5189,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->JAN,ATL,JAN,CANCELLED,Cancelled,DSM,DES MOINES INTERNATIONAL AIRPORT,DSM,DES MOINES,US,UNITED STATES,41.5339,-93.6567,2025-12-31T16:12:00.000-06:00,2025-12-31T16:12:00.000-06:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-31T17:30:00.000-06:00,2025-12-31T17:30:00.000-06:00,2025-12-31T17:30:00.000-06:00,PT1H18M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
5189,2025-12-31,20251231+DL+5189,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->JAN,ATL,JAN,SCHEDULED,Scheduled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:25:00.000-05:00,2025-12-30T19:25:00.000-05:00,JAN,MEDGAR W. EVERS INTERNATIONAL AIRPORT,JAN,JACKSON,US,UNITED STATES,32.3097,-90.0758,2025-12-30T19:49:00.000-06:00,2025-12-30T19:49:00.000-06:00,2025-12-30T19:49:00.000-06:00,PT1H24M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
1390,2025-12-31,20251231+DL+1390,SCHEDULED,DL,DELTA AIR LINES INC.,LGA->ORD->LGA,LGA,LGA,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:27:00.000-05:00,2025-12-30T19:27:00.000-05:00,STL,LAMBERT-ST. LOUIS INTERNATIONAL AIRPORT,STL,SAINT LOUIS,US,UNITED STATES,38.7472,-90.3644,2025-12-30T20:11:00.000-06:00,2025-12-30T20:11:00.000-06:00,2025-12-30T20:11:00.000-06:00,PT1H44M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
1390,2025-12-31,20251231+DL+1390,SCHEDULED,DL,DELTA AIR LINES INC.,LGA->ORD->LGA,LGA,LGA,SCHEDULED,Scheduled,LGA,LA GUARDIA AIRPORT,NYC,NEW YORK,US,UNITED STATES,40.7794,-73.8758,2025-12-31T16:00:00.000-05:00,2025-12-31T16:00:00.000-05:00,ORD,O HARE INTERNATIONAL AIRPORT,CHI,CHICAGO,US,UNITED STATES,41.9781,-87.9061,2025-12-31T17:55:00.000-06:00,2025-12-31T17:55:00.000-06:00,2025-12-31T17:55:00.000-06:00,PT2H55M,0,221,AIRBUS A220-100 PASSENGER,DELTA AIR LINES INC.
1390,2025-12-31,20251231+DL+1390,SCHEDULED,DL,DELTA AIR LINES INC.,LGA->ORD->LGA,LGA,LGA,SCHEDULED,Scheduled,ORD,O HARE INTERNATIONAL AIRPORT,CHI,CHICAGO,US,UNITED STATES,41.9781,-87.9061,2025-12-31T19:00:00.000-06:00,2025-12-31T19:00:00.000-06:00,LGA,LA GUARDIA AIRPORT,NYC,NEW YORK,US,UNITED STATES,40.7794,-73.8758,2025-12-31T22:23:00.000-05:00,2025-12-31T22:23:00.000-05:00,2025-12-31T22:23:00.000-05:00,PT2H23M,0,221,AIRBUS A220-100 PASSENGER,DELTA AIR LINES INC.
5689,2025-12-31,20251231+DL+5689,SCHEDULED,DL,DELTA AIR LINES INC.,JFK->DCA,JFK,DCA,CANCELLED,Cancelled,BOS,EDWARD L. LOGAN INTERNATIONAL AIRPORT,BOS,BOSTON,US,UNITED STATES,42.365,-71.0053,2025-12-31T15:30:00.000-05:00,2025-12-31T15:30:00.000-05:00,DCA,RONALD REAGAN NATIONAL AIRPORT,WAS,WASHINGTON,US,UNITED STATES,38.8517,-77.0369,2025-12-31T17:26:00.000-05:00,2025-12-31T17:26:00.000-05:00,2025-12-31T17:26:00.000-05:00,PT1H56M,0,E75,EMBRAER 175,REPUBLIC AIRLINE  INC.
5689,2025-12-31,20251231+DL+5689,SCHEDULED,DL,DELTA AIR LINES INC.,JFK->DCA,JFK,DCA,SCHEDULED,Scheduled,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NYC,NEW YORK,US,UNITED STATES,40.6386,-73.7769,2025-12-30T19:29:00.000-05:00,2025-12-30T19:29:00.000-05:00,DCA,RONALD REAGAN NATIONAL AIRPORT,WAS,WASHINGTON,US,UNITED STATES,38.8517,-77.0369,2025-12-30T21:07:00.000-05:00,2025-12-30T21:07:00.000-05:00,2025-12-30T21:07:00.000-05:00,PT1H38M,0,E75,EMBRAER 175,REPUBLIC AIRLINE  INC.
790,2025-12-31,20251231+DL+0790,SCHEDULED,DL,DELTA AIR LINES INC.,CHS->ATL,CHS,ATL,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:30:00.000-05:00,2025-12-30T19:30:00.000-05:00,BNA,NASHVILLE INTERNATIONAL AIRPORT,BNA,NASHVILLE,US,UNITED STATES,36.1267,-86.6819,2025-12-30T19:39:00.000-06:00,2025-12-30T19:39:00.000-06:00,2025-12-30T19:39:00.000-06:00,PT1H9M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
790,2025-12-31,20251231+DL+0790,SCHEDULED,DL,DELTA AIR LINES INC.,CHS->ATL,CHS,ATL,SCHEDULED,Scheduled,CHS,CHARLESTON INTERNATIONAL AIRFORCE BASE,CHS,CHARLESTON,US,UNITED STATES,32.8992,-80.0389,2025-12-31T17:27:00.000-05:00,2025-12-31T17:27:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T18:45:00.000-05:00,2025-12-31T18:45:00.000-05:00,2025-12-31T18:45:00.000-05:00,PT1H18M,0,717,BOEING 717-200,DELTA AIR LINES INC.
1502,2025-12-31,20251231+DL+1502,SCHEDULED,DL,DELTA AIR LINES INC.,OGG->LAX,OGG,LAX,CANCELLED,Cancelled,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-30T18:30:00.000-06:00,2025-12-30T18:30:00.000-06:00,BOS,EDWARD L. LOGAN INTERNATIONAL AIRPORT,BOS,BOSTON,US,UNITED STATES,42.365,-71.0053,2025-12-30T22:25:00.000-05:00,2025-12-30T22:25:00.000-05:00,2025-12-30T22:25:00.000-05:00,PT2H55M,0,321,AIRBUS A321,DELTA AIR LINES INC.
1502,2025-12-31,20251231+DL+1502,SCHEDULED,DL,DELTA AIR LINES INC.,OGG->LAX,OGG,LAX,SCHEDULED,Scheduled,OGG,KAHULUI AIRPORT,OGG,KAHULUI,US,UNITED STATES,20.9006,-156.4336,2025-12-30T23:15:00.000-10:00,2025-12-30T23:15:00.000-10:00,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LAX,LOS ANGELES,US,UNITED STATES,33.9422,-118.4072,2025-12-31T06:25:00.000-08:00,2025-12-31T06:25:00.000-08:00,2025-12-31T06:25:00.000-08:00,PT5H10M,0,76W,BOEING 767-300 WINGLETS PASSENGER,DELTA AIR LINES INC.
1683,2025-12-31,20251231+DL+1683,SCHEDULED,DL,DELTA AIR LINES INC.,TLH->ATL,TLH,ATL,CANCELLED,Cancelled,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-30T18:30:00.000-06:00,2025-12-30T18:30:00.000-06:00,FLL,FORT LAUDERDALE INTERNATIONAL AIRPORT,FLL,FORT LAUDERDALE,US,UNITED STATES,26.0742,-80.1517,2025-12-30T23:09:00.000-05:00,2025-12-30T23:09:00.000-05:00,2025-12-30T23:09:00.000-05:00,PT3H39M,0,321,AIRBUS A321,DELTA AIR LINES INC.
1683,2025-12-31,20251231+DL+1683,SCHEDULED,DL,DELTA AIR LINES INC.,TLH->ATL,TLH,ATL,SCHEDULED,Scheduled,TLH,TALLAHASSEE INTERNATIONAL AIRPORT,TLH,TALLAHASSEE,US,UNITED STATES,30.3997,-84.3519,2025-12-31T08:15:00.000-05:00,2025-12-31T08:15:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T09:28:00.000-05:00,2025-12-31T09:28:00.000-05:00,2025-12-31T09:28:00.000-05:00,PT1H13M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
1736,2025-12-31,20251231+DL+1736,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->RSW,ATL,RSW,CANCELLED,Cancelled,GSO,PIEDMONT TRIAD INTERNATIONAL AIRPORT,GSO,GREENSBORO/HIGH POINT,US,UNITED STATES,36.0919,-79.9428,2025-12-31T12:30:00.000-05:00,2025-12-31T12:30:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T13:50:00.000-05:00,2025-12-31T13:50:00.000-05:00,2025-12-31T13:50:00.000-05:00,PT1H20M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
1736,2025-12-31,20251231+DL+1736,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->RSW,ATL,RSW,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T10:05:00.000-05:00,2025-12-31T10:05:00.000-05:00,GSO,PIEDMONT TRIAD INTERNATIONAL AIRPORT,GSO,GREENSBORO/HIGH POINT,US,UNITED STATES,36.0919,-79.9428,2025-12-31T11:23:00.000-05:00,2025-12-31T11:23:00.000-05:00,2025-12-31T11:23:00.000-05:00,PT1H18M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
1736,2025-12-31,20251231+DL+1736,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->RSW,ATL,RSW,SCHEDULED,Scheduled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:30:00.000-05:00,2025-12-30T19:30:00.000-05:00,RSW,SOUTHWEST FLORIDA INTERNATIONAL AIRPORT,FMY,FORT MYERS,US,UNITED STATES,26.5333,-81.75,2025-12-30T21:11:00.000-05:00,2025-12-30T21:11:00.000-05:00,2025-12-30T21:11:00.000-05:00,PT1H41M,0,757,BOEING 757 PASSENGER,DELTA AIR LINES INC.
2762,2025-12-31,20251231+DL+2762,SCHEDULED,DL,DELTA AIR LINES INC.,LAS->JFK,LAS,JFK,CANCELLED,Cancelled,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SLC,SALT LAKE CITY,US,UNITED STATES,40.7842,-111.9669,2025-12-30T17:30:00.000-07:00,2025-12-30T17:30:00.000-07:00,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SFO,SAN FRANCISCO,US,UNITED STATES,37.6194,-122.3728,2025-12-30T18:34:00.000-08:00,2025-12-30T18:34:00.000-08:00,2025-12-30T18:34:00.000-08:00,PT2H4M,0,738,BOEING 737-800 PASSENGER,DELTA AIR LINES INC.
2762,2025-12-31,20251231+DL+2762,SCHEDULED,DL,DELTA AIR LINES INC.,LAS->JFK,LAS,JFK,CANCELLED,Cancelled,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SFO,SAN FRANCISCO,US,UNITED STATES,37.6194,-122.3728,2025-12-30T19:40:00.000-08:00,2025-12-30T19:40:00.000-08:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SLC,SALT LAKE CITY,US,UNITED STATES,40.7842,-111.9669,2025-12-30T22:40:00.000-07:00,2025-12-30T22:40:00.000-07:00,2025-12-30T22:40:00.000-07:00,PT2H,0,738,BOEING 737-800 PASSENGER,DELTA AIR LINES INC.
