OBJECTID,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,description,frequency_mhz,runway_length_ft,runway_width_ft,runway_surface,runway_lighted,runway_closed,x,y,standard_name,runway_length_m,runway_width_m,runway_capacity,continent_name,hub_priority_score,distance_from_ams_km,strategic_distance
21500,1828,CYNL,medium_airport,Points North Landing Airport,58.2766990661621,-104.082000732422,1605.0,nan,CA,CA-SK,Points North Landing,yes,CYNL,YNL,nan,nan,https://en.wikipedia.org/wiki/Points_North_Landing_Airport,nan,nan,,6000.0,100.0,GRAVEL,0.0,0.0,-11586355.3222,8025669.3742,Points North Landing,1828.8000000000002,30.48,small,,4,6149.909435720322,intercontinental
21503,1835,CYOH,medium_airport,Oxford House Airport,54.9333000183105,-95.2789001464844,663.0,nan,CA,CA-MB,Oxford House,yes,CYOH,YOH,nan,nan,https://en.wikipedia.org/wiki/Oxford_House_Airport,nan,nan,,3828.0,75.0,CRUSHED ROCK,0.0,0.0,-10606398.6476,7348931.7527,Oxford House,1166.7744,22.86,small,,4,6017.20433124993,intercontinental
21504,1847,CYPH,medium_airport,Inukjuak Airport,58.4719009399414,-78.0768966674805,83.0,nan,CA,CA-QC,Inukjuak,yes,CYPH,YPH,nan,nan,https://en.wikipedia.org/wiki/Inukjuak_Airport,nan,nan,,3500.0,100.0,GRAVEL,0.0,0.0,-8691480.3797,8067109.4382,Inukjuak,1066.8,30.48,small,,4,4940.835506570281,intercontinental
21505,1850,CYPM,medium_airport,Pikangikum Airport,51.8196983337402,-93.9732971191406,1114.0,nan,CA,CA-ON,Pikangikum,yes,CYPM,YPM,nan,nan,https://en.wikipedia.org/wiki/Pikangikum_Airport,nan,nan,,3500.0,100.0,GRVL,0.0,0.0,-10461059.5835,6767590.0262,Pikangikum,1066.8,30.48,small,,4,6187.756463491394,intercontinental
21508,1901,CYSF,medium_airport,Stony Rapids Airport,59.250301361084,-105.841003417969,805.0,nan,CA,CA-SK,Stony Rapids,yes,CYSF,YSF,nan,nan,https://en.wikipedia.org/wiki/Stony_Rapids_Airport,nan,nan,,5050.0,100.0,TREATED GRAVEL,0.0,0.0,-11782166.6055,8234684.4138,Stony Rapids,1539.24,30.48,small,,4,6143.313226311427,intercontinental
21509,1905,CYSK,medium_airport,Sanikiluaq Airport,56.5377998352,-79.2466964722,104.0,nan,CA,CA-NU,Sanikiluaq,yes,CYSK,YSK,nan,nan,https://en.wikipedia.org/wiki/Sanikiluaq_Airport,nan,nan,,3800.0,,UNK,0.0,0.0,-8821701.8983,7666229.8977,Sanikiluaq,1158.24,,small,,4,5112.02831661615,intercontinental
21511,1912,CYST,medium_airport,St. Theresa Point Airport,53.8456001281738,-94.8518981933594,773.0,nan,CA,CA-MB,St. Theresa Point,yes,CYST,YST,nan,nan,https://en.wikipedia.org/wiki/St._Theresa_Point_Airport,nan,nan,,3400.0,75.0,CRUSHED ROCK,0.0,0.0,-10558865.0076,7140968.8667,St. Theresa Point,1036.3200000000002,22.86,small,,4,6078.140772313496,intercontinental
21512,1921,CYTL,medium_airport,Big Trout Lake Airport,53.817798614502,-89.8968963623047,729.0,nan,CA,CA-ON,Big Trout Lake,yes,CYTL,YTL,nan,nan,https://en.wikipedia.org/wiki/Big_Trout_Lake_Airport,nan,nan,,3900.0,100.0,GRVL,0.0,0.0,-10007276.7269,7135724.7718,Big Trout Lake,1188.72,30.48,small,,4,5835.466430038006,intercontinental
21515,1944,CYVZ,medium_airport,Deer Lake Airport,52.6557998657227,-94.0614013671875,1092.0,nan,CA,CA-ON,Deer Lake,yes,CYVZ,YVZ,nan,nan,https://en.wikipedia.org/wiki/Deer_Lake_Airport_(Ontario),nan,nan,,3500.0,100.0,GRVL,0.0,0.0,-10470867.3035,6919582.275,Deer Lake,1066.8,30.48,small,,4,6128.909964102537,intercontinental
21516,1948,CYWJ,medium_airport,Déline Airport,65.211098,-123.435997,703.0,nan,CA,CA-NT,Déline,yes,CYWJ,YWJ,nan,nan,https://en.wikipedia.org/wiki/Deline_Airport,"Délı̨nę, Fort Franklin",nan,,3933.0,,UNK,0.0,0.0,-13740832.3316,9664196.6012,Déline,1198.7784000000001,,small,,4,6219.440577743954,intercontinental
21517,1952,CYWP,medium_airport,Webequie Airport,52.9593933975,-87.3748683929,685.0,nan,CA,CA-ON,Webequie,yes,CYWP,YWP,nan,nan,https://en.wikipedia.org/wiki/Webequie_Airport,nan,nan,,3500.0,100.0,GRVL,0.0,0.0,-9726525.8576,6975490.3271,Webequie,1066.8,30.48,small,,4,5767.168390060137,intercontinental
21518,1962,CYXN,medium_airport,Whale Cove Airport,62.2400016785,-92.5980987549,40.0,nan,CA,CA-NU,Whale Cove,yes,CYXN,YXN,nan,nan,https://en.wikipedia.org/wiki/Whale_Cove_Airport,nan,nan,,4000.0,,UNK,0.0,0.0,-10307973.2018,8916276.6925,Whale Cove,1219.2,,small,,4,5384.060681184659,intercontinental
21521,1994,CYZG,medium_airport,Salluit Airport,62.1794013977051,-75.6671981811523,743.0,nan,CA,CA-QC,Salluit,yes,CYZG,YZG,nan,nan,https://en.wikipedia.org/wiki/Salluit_Airport,nan,nan,,3500.0,,UNK,0.0,0.0,-8423233.9713,8901807.6628,Salluit,1066.8,,small,,4,4632.504733924011,intercontinental
21529,2005,CZAC,medium_airport,York Landing Airport,56.0894012451172,-96.0892028808594,621.0,nan,CA,CA-MB,York Landing,yes,CZAC,ZAC,nan,nan,https://en.wikipedia.org/wiki/York_Landing_Airport,nan,nan,,3395.0,85.0,CRUSHED ROCK,0.0,0.0,-10696601.1354,7576233.5396,York Landing,1034.796,25.908,small,,4,5969.041297183242,intercontinental
21530,2009,CZBD,medium_airport,Ilford Airport,56.05163,-95.620523,642.0,nan,CA,CA-MB,Ilford,yes,CZBD,ILF,nan,nan,https://en.wikipedia.org/wiki/Ilford_Airport,ZBD,nan,,3000.0,75.0,CRUSHED ROCK,0.0,0.0,-10644427.9297,7568700.6018,Ilford,914.4000000000001,22.86,small,,4,5950.161399593166,intercontinental
21532,2013,CZEM,medium_airport,Eastmain River Airport,52.2263984680176,-78.5224990844727,24.0,nan,CA,CA-QC,Eastmain River,yes,CZEM,ZEM,nan,nan,https://en.wikipedia.org/wiki/Eastmain_River_Airport,nan,nan,,3510.0,100.0,GRAVEL,0.0,0.0,-8741084.6138,6841165.1761,Eastmain River,1069.848,30.48,small,,4,5340.206060711202,intercontinental
21534,2015,CZFD,medium_airport,Fond-Du-Lac Airport,59.334400177002,-107.181999206543,814.0,nan,CA,CA-SK,Fond-Du-Lac,yes,CZFD,ZFD,nan,nan,https://en.wikipedia.org/wiki/Fond-du-Lac_Airport,nan,nan,,3800.0,75.0,TREATED GRAVEL,0.0,0.0,-11931445.5739,8253017.3262,Fond-Du-Lac,1158.24,22.86,small,,4,6189.094226055634,intercontinental
21536,2020,CZGI,medium_airport,Gods River Airport,54.8396987915039,-94.0785980224609,627.0,nan,CA,CA-MB,Gods River,yes,CZGI,ZGI,nan,nan,https://en.wikipedia.org/wiki/Gods_River_Airport,nan,nan,,3540.0,80.0,CRUSHED ROCK,0.0,0.0,-10472781.6264,7330816.8665,Gods River,1078.992,24.384,small,,4,5966.931069615989,intercontinental
21540,2025,CZKE,medium_airport,Kashechewan Airport,52.2825012207031,-81.6778030395508,35.0,nan,CA,CA-ON,Kashechewan,yes,CZKE,ZKE,nan,nan,https://en.wikipedia.org/wiki/Kashechewan_Airport,nan,nan,,3500.0,100.0,GRVL,0.0,0.0,-9092331.4435,6851367.3669,Kashechewan,1066.8,30.48,small,,4,5510.1763127978,intercontinental
21542,2027,CZMD,medium_airport,Muskrat Dam Airport,53.4413986206055,-91.7628021240234,911.0,nan,CA,CA-ON,Muskrat Dam,yes,CZMD,MSA,nan,nan,https://en.wikipedia.org/wiki/Muskrat_Dam_Airport,ZMD,nan,,3500.0,100.0,GRVL,0.0,0.0,-10214988.4062,7065065.7557,Muskrat Dam,1066.8,30.48,small,,4,5956.2089363551195,intercontinental
21544,17060,CZN,small_airport,Chisana Airport,62.0712013245,-142.04800415,3318.0,nan,US,US-AK,Chisana,yes,CZN,CZN,CZN,nan,https://en.wikipedia.org/wiki/Chisana_Airport,Chisana Field,nan,,3000.0,50.0,TURF-GRVL-F,0.0,0.0,-15812711.4902,8876045.5793,Chisana,914.4000000000001,15.24,small,,3,6962.312811598667,intercontinental
21547,2033,CZPB,medium_airport,Sachigo Lake Airport,53.8911018371582,-92.196403503418,876.0,nan,CA,CA-ON,Sachigo Lake,yes,CZPB,ZPB,nan,nan,https://en.wikipedia.org/wiki/Sachigo_Lake_Airport,nan,nan,,3500.0,100.0,GRVL,0.0,0.0,-10263256.6909,7149559.2023,Sachigo Lake,1066.8,30.48,small,,4,5944.897532884054,intercontinental
21549,2036,CZRJ,medium_airport,Round Lake (Weagamow Lake) Airport,52.9435997009277,-91.3127975463867,974.0,nan,CA,CA-ON,Round Lake,yes,CZRJ,ZRJ,nan,nan,https://en.wikipedia.org/wiki/Round_Lake_(Weagamow_Lake)_Airport,nan,nan,,3500.0,100.0,GRVL,0.0,0.0,-10164894.1257,6972572.198,Round Lake (Weagamow Lake),1066.8,30.48,small,,4,5970.007286439668,intercontinental
21550,2037,CZSJ,medium_airport,Sandy Lake Airport,53.0642013549805,-93.3443984985352,951.0,nan,CA,CA-ON,Sandy Lake,yes,CZSJ,ZSJ,nan,nan,https://en.wikipedia.org/wiki/Sandy_Lake_Airport,nan,nan,,3500.0,100.0,GRVL,0.0,0.0,-10391050.9093,6994882.274,Sandy Lake,1066.8,30.48,small,,4,6062.742742426313,intercontinental
21553,2041,CZTM,medium_airport,Shamattawa Airport,55.8656005859375,-92.0813980102539,289.0,nan,CA,CA-MB,Shamattawa,yes,CZTM,ZTM,nan,nan,https://en.wikipedia.org/wiki/Shamattawa_Airport,nan,nan,,4006.0,90.0,GRAVEL,0.0,0.0,-10250454.338,7531706.9247,Shamattawa,1221.0288,27.432000000000002,small,,4,5796.836262977549,intercontinental
21555,2046,CZWL,medium_airport,Wollaston Lake Airport,58.1068992614746,-103.171997070313,1360.0,nan,CA,CA-SK,Wollaston Lake,yes,CZWL,ZWL,nan,nan,https://en.wikipedia.org/wiki/Wollaston_Lake_Airport,nan,nan,,3800.0,75.0,TREATED GRAVEL,0.0,0.0,-11485054.178,7989807.3368,Wollaston Lake,1158.24,22.86,small,,4,6125.697056373302,intercontinental
21618,316519,DBC,medium_airport,Baicheng Chang'an Airport,45.505278,123.019722,480.0,AS,CN,CN-22,Baicheng,yes,ZYBA,DBC,nan,nan,https://en.wikipedia.org/wiki/Baicheng_Chang%27an_Airport,nan,nan,,8202.0,147.0,nan,0.0,0.0,13694492.8106,5701421.0318,Baicheng Chang'an,2499.9696,44.805600000000005,medium,Asia,4,7639.149454682943,intercontinental
21695,300323,DQA,small_airport,Daqing Sa'ertu Airport,46.750883,125.138642,496.0,AS,CN,CN-23,Daqing,yes,ZYDQ,DQA,nan,nan,https://en.wikipedia.org/wiki/Daqing_Sartu_Airport,nan,nan,,8530.0,148.0,CON,0.0,0.0,13930369.906,5901506.2116,Daqing Sa'ertu,2599.944,45.110400000000006,medium,Asia,3,7619.080759719907,intercontinental
21784,301881,EDDB,large_airport,Berlin Brandenburg Airport,52.362247,13.500672,157.0,EU,DE,DE-BR,Berlin,yes,EDDB,BER,nan,https://ber.berlin-airport.de/,https://en.wikipedia.org/wiki/Berlin_Brandenburg_Airport,nan,nan,,11811.0,148.0,ASPH,1.0,0.0,1502887.9324,6865891.2558,Berlin Brandenburg,3599.9928,45.110400000000006,large,Europe,8,583.3550891360493,continental
21872,28751,EDWG,small_airport,Wangerooge Airport,53.782544,7.919584,7.0,EU,DE,DE-NI,Wangerooge,yes,EDWG,AGE,nan,https://www.edwg.de,https://en.wikipedia.org/wiki/Wangerooge_Airfield,nan,nan,,1640.0,98.0,GRS,0.0,0.0,881604.058200002,7129079.8269,Wangerooge,499.872,29.8704,small,Europe,4,255.5657117751274,regional
21877,28520,EDWZ,small_airport,Baltrum Airport,53.72485,7.373257,7.0,EU,DE,DE-NI,Baltrum,yes,EDWZ,BMR,nan,https://www.baltrum-flug.de/,https://de.wikipedia.org/wiki/Flugplatz_Baltrum,nan,nan,,1180.0,42.0,ASP,0.0,0.0,820787.214699998,7118217.4416,Baltrum,359.66400000000004,12.8016,small,Europe,4,223.62782982273603,regional
21916,29126,EGED,medium_airport,Eday Airport,59.190601348877,-2.77221989631653,10.0,EU,GB,GB-SCT,Eday,yes,EGED,EOI,nan,nan,https://en.wikipedia.org/wiki/Eday_Airport,London Airport,nan,,1729.0,59.0,Graded Hardcore,0.0,0.0,-308602.1072,8221697.6904,Eday,526.9992,17.9832,small,Europe,5,896.5252528875915,continental
21917,29130,EGEP,small_airport,Papa Westray Airport,59.3516998291,-2.90027999878,91.0,EU,GB,GB-SCT,Papa Westray,yes,EGEP,PPW,nan,nan,https://en.wikipedia.org/wiki/Papa_Westray_Airport,Papay,nan,,1729.0,59.0,Graded Hardcore,0.0,0.0,-322857.692600001,8256794.1469,Papa Westray,526.9992,17.9832,small,Europe,4,915.336277818009,continental
21918,29131,EGER,small_airport,Stronsay Airport,59.1553001404,-2.64139008522,39.0,EU,GB,GB-SCT,Stronsay,yes,EGER,SOY,nan,nan,nan,nan,nan,,1689.0,59.0,Graded Hardcore,0.0,0.0,-294038.199200001,8214029.1844,Stronsay,514.8072000000001,17.9832,small,Europe,4,889.008466576821,continental
21919,29132,EGES,small_airport,Sanday Airport,59.250301361084,-2.57666993141174,68.0,EU,GB,GB-SCT,Sanday,yes,EGES,NDY,nan,nan,nan,nan,nan,,1532.0,59.0,Graded Hardcore,0.0,0.0,-286833.5847,8234684.4138,Sanday,466.95360000000005,17.9832,small,Europe,4,895.566515145263,continental
21932,347108,EHU,large_airport,Ezhou Huahu Airport,30.341178,115.03926,86.0,AS,CN,CN-13,Ezhou,yes,ZHEC,EHU,nan,nan,https://en.wikipedia.org/wiki/Ezhou_Huahu_Airport,"EHU, ZHEC",nan,,11811.0,,concrete,0.0,0.0,12806111.8444,3547480.9135,Ezhou Huahu,3599.9928,,large,Asia,6,8603.178921589019,global
21937,29226,EIMN,small_airport,Inishmaan Aerodrome,53.0929985046387,-9.56805992126465,15.0,EU,IE,IE-G,Inis Meáin,yes,EIMN,IIA,nan,nan,nan,Aran Islands,nan,,869.0,65.0,nan,0.0,0.0,-1065111.5583,7000218.6875,Inishmaan Aerodrome,264.8712,19.812,small,Europe,4,976.1525441804965,continental
21940,314559,EJN,small_airport,Ejin Banner Taolai Airport,42.0155,101.0005,3077.0,AS,CN,CN-15,Ejin Banner,yes,ZBEN,EJN,nan,nan,https://en.wikipedia.org/wiki/Ejin_Banner_Taolai_Airport,nan,nan,,6562.0,,CON,0.0,0.0,11243324.2299,5163301.5517,Ejin Banner Taolai,2000.0976,,medium,Asia,3,6804.099889168103,intercontinental
21956,29255,ENBV,medium_airport,Berlevåg Airport,70.871399,29.034201,42.0,EU,NO,NO-54,Berlevåg,yes,ENBV,BVG,nan,https://avinor.no/en/airport/berlevag-airport/,https://en.wikipedia.org/wiki/Berlev%C3%A5g_Airport,nan,nan,,3372.0,98.0,ASP,1.0,0.0,3232072.4709,11358443.0798,Berlevåg,1027.7856000000002,29.8704,small,Europe,5,2383.701333883757,intercontinental
21961,28115,ENHF,medium_airport,Hammerfest Airport,70.679702758789,23.668600082397,266.0,EU,NO,NO-54,Hammerfest,yes,ENHF,HFT,nan,https://avinor.no/en/airport/hammerfest-airport/,https://en.wikipedia.org/wiki/Hammerfest_Airport,nan,nan,,3061.0,98.0,ASP,0.0,0.0,2634776.5089,11293633.8728,Hammerfest,932.9928000000001,29.8704,small,Europe,5,2243.759585992347,intercontinental
21966,29264,ENLK,medium_airport,Leknes Airport,68.152496337891,13.609399795532,78.0,EU,NO,NO-18,Leknes,yes,ENLK,LKN,nan,https://avinor.no/en/airport/leknes-airport/,https://en.wikipedia.org/wiki/Leknes_Airport,Leknes lufthavn,nan,,2881.0,98.0,ASP,1.0,0.0,1514991.4553,10492463.6705,Leknes,878.1288000000001,29.8704,small,Europe,5,1815.4986243539745,continental
21968,29267,ENNM,small_airport,Namsos Airport,64.472198,11.5786,7.0,EU,NO,NO-50,Namsos,yes,ENNM,OSY,nan,https://avinor.no/en/airport/namsos-airport/,https://en.wikipedia.org/wiki/Namsos_Airport%2C_H%C3%B8knes%C3%B8ra,"Namsos lufthavn, Høknesøra",nan,,2749.0,98.0,ASP,0.0,0.0,1288923.8561,9470699.6432,Namsos,837.8952,29.8704,small,Europe,4,1399.1199033383803,continental
21969,28114,ENOV,medium_airport,"Ørsta-Volda Airport, Hovden",62.180000305176,6.0741000175476,243.0,EU,NO,NO-15,Ørsta,yes,ENOV,HOV,nan,https://avinor.no/en/airport/orsta-volda-airport/,https://en.wikipedia.org/wiki/%C3%98rsta-Volda_Airport%2C_Hovden,nan,nan,,3510.0,98.0,ASP,1.0,0.0,676165.721000001,8901950.5169,"Ørsta-Volda, Hovden",1069.848,29.8704,small,Europe,5,1093.3078892485787,continental
21971,29277,ENRA,medium_airport,"Mo i Rana Airport, Røssvoll",66.363899230957,14.301400184631,229.0,EU,NO,NO-18,Mo i Rana,yes,ENRA,MQN,nan,https://avinor.no/en/airport/mo-i-rana-airport/,https://en.wikipedia.org/wiki/Mo_i_Rana_Airport%2C_R%C3%B8ssvoll,nan,nan,,2759.0,98.0,ASP,1.0,0.0,1592024.5862,9977159.123,"Mo i Rana, Røssvoll",840.9432,29.8704,small,Europe,5,1640.6225127249793,continental
21973,29278,ENRM,medium_airport,"Rørvik Airport, Ryum",64.838302612305,11.14610004425,14.0,EU,NO,NO-50,Rørvik,yes,ENRM,RVK,nan,https://avinor.no/en/airport/rorvik-airport/,https://en.wikipedia.org/wiki/R%C3%B8rvik_Airport%2C_Ryum,nan,nan,,2887.0,98.0,ASP,0.0,0.0,1240778.1812,9565908.0253,"Rørvik, Ryum",879.9576000000001,29.8704,small,Europe,5,1431.3785095731544,continental
21974,29279,ENRS,small_airport,Røst Airport,67.527802,12.1033,7.0,EU,NO,NO-18,Røst,yes,ENRS,RET,nan,https://avinor.no/en/airport/rost-airport/,https://en.wikipedia.org/wiki/R%C3%B8st_Airport,Rost Airport,nan,,3386.0,98.0,ASPH,0.0,0.0,1347333.1929,10308087.6196,Røst,1032.0528000000002,29.8704,small,Europe,4,1729.9943969010542,continental
21975,29280,ENSD,small_airport,"Sandane Airport, Anda",61.830002,6.10583,196.0,EU,NO,NO-46,Sandane,yes,ENSD,SDN,nan,https://avinor.no/en/airport/sandane-airport/,https://en.wikipedia.org/wiki/Sandane_Airport%2C_Anda,nan,nan,,3182.0,98.0,ASP,1.0,0.0,679697.886500001,8818945.4474,"Sandane, Anda",969.8736,29.8704,small,Europe,4,1054.6252505464718,continental
21976,29281,ENSH,medium_airport,"Svolvær Airport, Helle",68.243301,14.6692,27.0,EU,NO,NO-18,Svolvær,yes,ENSH,SVJ,nan,https://avinor.no/en/airport/svolvar-airport/,https://en.wikipedia.org/wiki/Svolv%C3%A6r_Airport%2C_Helle,"Svolvær lufthavn, Helle",nan,,3104.0,98.0,ASP,0.0,0.0,1632967.8743,10519680.3954,"Svolvær, Helle",946.0992,29.8704,small,Europe,5,1840.1253103404983,continental
21977,29282,ENSK,medium_airport,"Stokmarknes Airport, Skagen",68.578827,15.033417,11.0,EU,NO,NO-18,Hadsel,yes,ENSK,SKN,nan,https://avinor.no/en/airport/stokmarknes-airport/,https://en.wikipedia.org/wiki/Stokmarknes_Airport%2C_Skagen,"Stokmarknes lufthavn, Skagen",nan,,3031.0,98.0,ASP,0.0,0.0,1673512.3253,10621193.7146,"Stokmarknes, Skagen",923.8488000000001,29.8704,small,Europe,5,1880.2992672882044,continental
21982,336112,ENY,medium_airport,Yan'an Nanniwan Airport,36.479413,109.464083,,AS,CN,CN-61,Yan'an (Baota),yes,ZLYA,ENY,ENY,nan,https://en.wikipedia.org/wiki/Yan%27an_Nanniwan_Airport,nan,nan,,9843.0,200.0,nan,1.0,0.0,12185485.9797,4366789.9661,Yan'an Nanniwan,3000.1464,60.96,large,Asia,5,7747.038313276026,intercontinental
22034,316498,ESKS,medium_airport,Scandinavian Mountains Airport,61.158393,12.842503,1608.0,EU,SE,SE-W,Malung-Sälen,yes,ESKS,SCR,nan,https://scandinavianmountains.se/en/home/,https://en.wikipedia.org/wiki/Scandinavian_Mountains_Airport,"Sälens Flygplats, Trysil",nan,,8202.0,148.0,ASP,0.0,0.0,1429620.8945,8662283.6269,Scandinavian Mountains,2499.9696,45.110400000000006,medium,Europe,6,1088.868756501997,continental
22040,29358,ESNZ,medium_airport,Åre Östersund Airport,63.194400787354,14.50030040741,1233.0,EU,SE,SE-Z,Östersund,yes,ESNZ,OSD,nan,https://www.swedavia.com/ostersund/,https://en.wikipedia.org/wiki/%C3%85re_%C3%96stersund_Airport,"F4 Frösön Air Base, ESPC",nan,,8202.0,148.0,ASP,0.0,0.0,1614166.0577,9148077.9264,Åre Östersund,2499.9696,45.110400000000006,medium,Europe,6,1328.2316388725487,continental
22302,44646,CY-0002,medium_airport,Lefkoniko Airport / Geçitkale Air Base,35.23591,33.720088,146.0,AS,CY,CY-03,Lefkoniko (Geçitkale),yes,LCGK,GEC,nan,nan,https://en.wikipedia.org/wiki/Geçitkale_Air_Base,Geçitkale Air Base,nan,,,,nan,,,3753703.0257,4195986.7647,Lefkoniko / Geçitkale Air Base,,,unknown,Asia,2,2961.762075211376,intercontinental
22394,1754,CYGZ,medium_airport,Grise Fiord Airport,76.4261016846,-82.9092025757,146.0,nan,CA,CA-NU,Grise Fiord,yes,CYGZ,YGZ,nan,nan,https://en.wikipedia.org/wiki/Grise_Fiord_Airport,nan,nan,,,,nan,,,-9229410.2128,13576074.4447,Grise Fiord,,,unknown,,3,4355.338379204098,intercontinental
22398,1798,CYLC,medium_airport,Kimmirut Airport,62.848253,-69.877853,175.0,nan,CA,CA-NU,Kimmirut,yes,CYLC,YLC,nan,nan,https://en.wikipedia.org/wiki/Kimmirut_Airport,Lake Harbour,nan,,,,nan,,,-7778767.0137,9063138.529,Kimmirut,,,unknown,,3,4329.824801925701,intercontinental
22402,1852,CYPO,medium_airport,Peawanuck Airport,54.9880981445313,-85.4432983398438,173.0,nan,CA,CA-ON,Peawanuck,yes,CYPO,YPO,nan,nan,https://en.wikipedia.org/wiki/Peawanuck_Airport,nan,nan,,,,nan,,,-9511504.4629,7359556.5482,Peawanuck,,,unknown,,3,5528.7707717996145,intercontinental
22403,1884,CYRA,medium_airport,Rae Lakes Airport,64.116096496582,-117.309997558594,723.0,nan,CA,CA-NT,Gamètì,yes,CYRA,YRA,nan,nan,https://en.wikipedia.org/wiki/Gam%C3%A8t%C3%AC/Rae_Lakes_Airport,nan,nan,,,,nan,,,-13058889.1932,9379307.0221,Rae Lakes,,,unknown,,3,6140.382641924322,intercontinental
22406,314953,CYVL,small_airport,Tommy Kochon Airport,67.02,-126.126,870.0,nan,CA,CA-NT,Colville Lake,yes,CYVL,YCK,nan,nan,https://en.wikipedia.org/wiki/Colville_Lake/Tommy_Kochon_Aerodrome,nan,nan,,,,nan,,,-14040282.0958,10161759.0766,Tommy Kochon,,,unknown,,2,6123.235366622253,intercontinental
25234,3077,GCFV,large_airport,Fuerteventura Airport,28.4527,-13.8638,85.0,AF,ES,ES-CN,El Matorral,yes,GCFV,FUE,nan,https://www.aena.es/en/fuerteventura.html,https://en.wikipedia.org/wiki/Fuerteventura_Airport,nan,CANARIAS APP,129.3,11598.0,148.0,ASP,1.0,0.0,-1543311.1565,3306169.7252,Fuerteventura,3535.0704,45.110400000000006,large,Africa,6,3077.2066483660055,intercontinental
25235,3078,GCGM,small_airport,La Gomera Airport,28.0296,-17.2146,716.0,AF,ES,ES-CN,"Alajero, La Gomera Island",yes,GCGM,GMZ,nan,https://www.aena.es/en/la-gomera.html,https://en.wikipedia.org/wiki/La_Gomera_Airport,nan,GND,121.7,4921.0,98.0,ASP,1.0,0.0,-1916320.5062,3252706.1853,La Gomera,1499.9208,29.8704,small,Africa,2,3265.871770064925,intercontinental
25236,3079,GCHI,medium_airport,El Hierro Airport,27.8148,-17.8871,103.0,AF,ES,ES-CN,El Hierro Island,yes,GCHI,VDE,nan,https://www.aena.es/en/el-hierro.html,https://en.wikipedia.org/wiki/El_Hierro_Airport,"Hierro,El Hierro",CANARIAS APP,126.1,4101.0,98.0,ASP,1.0,0.0,-1991182.8638,3225644.3083,El Hierro,1249.9848,29.8704,small,Africa,3,3318.118984906228,intercontinental
25237,3080,GCLA,medium_airport,La Palma Airport,28.626499,-17.7556,107.0,AF,ES,ES-CN,"Sta Cruz de la Palma, La Palma Island",yes,GCLA,SPC,nan,https://www.aena.es/en/la-palma.html,https://en.wikipedia.org/wiki/La_Palma_Airport,nan,CANARIAS APP,126.1,7218.0,148.0,ASP,1.0,0.0,-1976544.3507,3328193.0737,La Palma,2200.0464,45.110400000000006,medium,Africa,4,3232.7443661376033,intercontinental
25238,3081,GCLP,large_airport,Gran Canaria Airport,27.9319,-15.3866,78.0,AF,ES,ES-CN,Gran Canaria Island,yes,GCLP,LPA,nan,https://www.aena.es/en/gran-canaria.html,https://en.wikipedia.org/wiki/Gran_Canaria_Airport,"Canary Islands, Las Palmas Airport, Gando Airport",APP,120.9,10171.0,148.0,ASP,1.0,0.0,-1712828.477,3240390.6475,Gran Canaria,3100.1208,45.110400000000006,large,Africa,6,3193.8972516078748,intercontinental
25239,3082,GCRR,large_airport,César Manrique-Lanzarote Airport,28.945499,-13.6052,46.0,AF,ES,ES-CN,San Bartolomé,yes,GCRR,ACE,nan,https://www.lanzaroteairport.info/barrier-free-disability-assistance-service/,https://en.wikipedia.org/wiki/Lanzarote_Airport,Arrecife Airport,CANARIAS APP,129.3,7874.0,148.0,ASP,1.0,0.0,-1514523.9361,3368711.1059,César Manrique-Lanzarote,2399.9952000000003,45.110400000000006,medium,Africa,5,3016.8850088751406,intercontinental
25240,3083,GCTS,large_airport,Tenerife Sur Airport,28.0445,-16.5725,209.0,AF,ES,ES-CN,Tenerife,yes,GCTS,TFS,nan,https://www.aena.es/en/tenerife-sur.html,https://en.wikipedia.org/wiki/Tenerife%E2%80%93South_Airport,"Canary Islands, Reina Sofía, TCI, Tenerife South",APP,120.3,10499.0,148.0,ASP,1.0,0.0,-1844842.2612,3254585.3809,Tenerife Sur,3200.0952,45.110400000000006,large,Africa,6,3235.1462080911274,intercontinental
25241,3084,GCXO,medium_airport,Tenerife Norte-Ciudad de La Laguna Airport,28.4827,-16.341499,2076.0,AF,ES,ES-CN,Tenerife,yes,GCXO,TFN,nan,https://www.aena.es/en/tenerife-norte-ciudad-de-la-laguna.html,https://en.wikipedia.org/wiki/Los_Rodeos_Airport,"Canary Islands, Los Rodeos, TCI",APP,119.7,10404.0,148.0,ASP,1.0,0.0,-1819127.3475,3309968.6538,Tenerife Norte-Ciudad de La Laguna,3171.1392,45.110400000000006,large,Africa,5,3181.477272186345,intercontinental
25243,3093,GEML,medium_airport,Melilla Airport,35.2798,-2.95626,156.0,AF,ES,ES-ML,Melilla,yes,GEML,MLN,nan,https://www.aena.es/en/melilla.html,https://en.wikipedia.org/wiki/Melilla_Airport,nan,GND,121.7,4701.0,148.0,ASP,1.0,0.0,-329089.357900001,4201970.1562,Melilla,1432.8648,45.110400000000006,small,Africa,3,1999.1201285332177,continental
