flight_number,flight_date,flight_id,airline_code,airline_name,status,origin,destination,leg_status,departure_airport_code,departure_airport_name,departure_city,departure_country,departure_latitude,departure_longitude,scheduled_departure_time,latest_departure_time,arrival_airport_code,arrival_airport_name,arrival_city,arrival_country,arrival_latitude,arrival_longitude,scheduled_arrival_time,latest_arrival_time,estimated_arrival_time,aircraft_type,aircraft_code,scheduled_duration
1690,2025-05-18,20250518+DL+1690,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,CANCELLED,IAH,GEORGE BUSH INTERCONTINENTAL AIRPORT,HOUSTON,UNITED STATES,29.9833,-95.34,2025-05-18T11:30:00.000-05:00,2025-05-18T11:30:00.000-05:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T15:14:00.000-04:00,2025-05-18T15:14:00.000-04:00,2025-05-18T15:14:00.000-04:00,AIRBUS A319,319,PT2H44M
1690,2025-05-18,20250518+DL+1690,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,CANCELLED,MLB,MELBOURNE INTERNATIONAL AIRPORT,MELBOURNE,UNITED STATES,28.1025,-80.6303,2025-05-18T12:15:00.000-04:00,2025-05-18T12:15:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T13:54:00.000-04:00,2025-05-18T13:54:00.000-04:00,2025-05-18T13:54:00.000-04:00,BOEING 717-200,717,PT1H39M
1690,2025-05-18,20250518+DL+1690,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T09:44:00.000-04:00,2025-05-18T09:44:00.000-04:00,MLB,MELBOURNE INTERNATIONAL AIRPORT,MELBOURNE,UNITED STATES,28.1025,-80.6303,2025-05-18T11:17:00.000-04:00,2025-05-18T11:17:00.000-04:00,2025-05-18T11:17:00.000-04:00,BOEING 717-200,717,PT1H33M
1690,2025-05-18,20250518+DL+1690,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,ARRIVED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T17:35:00.000-06:00,2025-05-18T17:35:00.000-06:00,LAS,HARRY REID INTL,LAS VEGAS,UNITED STATES,36.08,-115.1522,2025-05-18T18:03:00.000-07:00,2025-05-18T18:03:00.000-07:00,2025-05-18T18:03:00.000-07:00,BOEING 737-900 PASSENGER,739,PT1H28M
1690,2025-05-18,20250518+DL+1690,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,ARRIVED,LAS,HARRY REID INTL,LAS VEGAS,UNITED STATES,36.08,-115.1522,2025-05-18T19:30:00.000-07:00,2025-05-18T19:30:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T21:58:00.000-06:00,2025-05-18T21:58:00.000-06:00,2025-05-18T21:58:00.000-06:00,BOEING 737-900 PASSENGER,739,PT1H28M
928,2025-05-18,20250518+DL+0928,DL,DELTA AIR LINES INC.,ON_TIME,SEA,SEA,CANCELLED,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T08:00:00.000-07:00,2025-05-18T08:00:00.000-07:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T13:26:00.000-05:00,2025-05-18T13:26:00.000-05:00,2025-05-18T13:26:00.000-05:00,BOEING 737-900 PASSENGER,739,PT3H26M
928,2025-05-18,20250518+DL+0928,DL,DELTA AIR LINES INC.,ON_TIME,SEA,SEA,CANCELLED,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T11:40:00.000-07:00,2025-05-18T11:40:00.000-07:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T17:17:00.000-05:00,2025-05-18T17:17:00.000-05:00,2025-05-18T17:17:00.000-05:00,BOEING 737-900 PASSENGER,739,PT3H37M
928,2025-05-18,20250518+DL+0928,DL,DELTA AIR LINES INC.,ON_TIME,SEA,SEA,CANCELLED,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,37.6194,-122.3728,2025-05-18T06:00:00.000-07:00,2025-05-18T06:00:00.000-07:00,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,40.6386,-73.7769,2025-05-18T14:51:00.000-04:00,2025-05-18T14:51:00.000-04:00,2025-05-18T14:51:00.000-04:00,BOEING 757-200 WINGLETS PASSENGER,75W,PT5H51M
928,2025-05-18,20250518+DL+0928,DL,DELTA AIR LINES INC.,ON_TIME,SEA,SEA,ARRIVED,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T12:00:00.000-07:00,2025-05-18T12:00:00.000-07:00,ANC,ANCHORAGE TED STEVENS INTERNATIONAL,ANCHORAGE,UNITED STATES,61.1692,-149.9853,2025-05-18T14:45:00.000-08:00,2025-05-18T14:45:00.000-08:00,2025-05-18T14:45:00.000-08:00,BOEING 737-800 PASSENGER,738,PT3H45M
928,2025-05-18,20250518+DL+0928,DL,DELTA AIR LINES INC.,ON_TIME,SEA,SEA,ARRIVED,ANC,ANCHORAGE TED STEVENS INTERNATIONAL,ANCHORAGE,UNITED STATES,61.1692,-149.9853,2025-05-18T16:05:00.000-08:00,2025-05-18T16:05:00.000-08:00,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T20:43:00.000-07:00,2025-05-18T20:43:00.000-07:00,2025-05-18T20:43:00.000-07:00,BOEING 737-800 PASSENGER,738,PT3H38M
1373,2025-05-18,20250518+DL+1373,DL,DELTA AIR LINES INC.,ON_TIME,DTW,PHL,CANCELLED,PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHOENIX,UNITED STATES,33.4353,-112.0119,2025-05-18T06:00:00.000-07:00,2025-05-18T06:00:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T08:38:00.000-06:00,2025-05-18T08:38:00.000-06:00,2025-05-18T08:38:00.000-06:00,AIRBUS A321,321,PT1H38M
1373,2025-05-18,20250518+DL+1373,DL,DELTA AIR LINES INC.,ON_TIME,DTW,PHL,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T17:20:00.000-04:00,2025-05-18T17:20:00.000-04:00,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,28.4319,-81.3247,2025-05-18T18:58:00.000-04:00,2025-05-18T18:58:00.000-04:00,2025-05-18T18:58:00.000-04:00,BOEING 757 PASSENGER,757,PT1H38M
1373,2025-05-18,20250518+DL+1373,DL,DELTA AIR LINES INC.,ON_TIME,DTW,PHL,CANCELLED,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,28.4319,-81.3247,2025-05-18T19:59:00.000-04:00,2025-05-18T19:59:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T21:45:00.000-04:00,2025-05-18T21:45:00.000-04:00,2025-05-18T21:45:00.000-04:00,BOEING 757 PASSENGER,757,PT1H46M
1373,2025-05-18,20250518+DL+1373,DL,DELTA AIR LINES INC.,ON_TIME,DTW,PHL,CANCELLED,PHL,PHILADELPHIA INTERNATIONAL AIRPORT,PHILADELPHIA,UNITED STATES,39.8717,-75.2422,2025-05-18T20:18:00.000-04:00,2025-05-18T20:18:00.000-04:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T22:07:00.000-04:00,2025-05-18T22:07:00.000-04:00,2025-05-18T22:07:00.000-04:00,BOEING 717-200,717,PT1H49M
1373,2025-05-18,20250518+DL+1373,DL,DELTA AIR LINES INC.,ON_TIME,DTW,PHL,ARRIVED,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T18:15:00.000-04:00,2025-05-18T18:15:00.000-04:00,PHL,PHILADELPHIA INTERNATIONAL AIRPORT,PHILADELPHIA,UNITED STATES,39.8717,-75.2422,2025-05-18T20:01:00.000-04:00,2025-05-18T20:01:00.000-04:00,2025-05-18T20:01:00.000-04:00,BOEING 717-200,717,PT1H46M
918,2025-05-18,20250518+DL+0918,DL,DELTA AIR LINES INC.,ON_TIME,PHX,ATL,CANCELLED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T17:55:00.000-06:00,2025-05-18T17:55:00.000-06:00,LAS,HARRY REID INTL,LAS VEGAS,UNITED STATES,36.08,-115.1522,2025-05-18T18:20:00.000-07:00,2025-05-18T18:20:00.000-07:00,2025-05-18T18:20:00.000-07:00,AIRBUS A321,321,PT1H25M
918,2025-05-18,20250518+DL+0918,DL,DELTA AIR LINES INC.,ON_TIME,PHX,ATL,CANCELLED,LAS,HARRY REID INTL,LAS VEGAS,UNITED STATES,36.08,-115.1522,2025-05-18T19:45:00.000-07:00,2025-05-18T19:45:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T22:06:00.000-06:00,2025-05-18T22:06:00.000-06:00,2025-05-18T22:06:00.000-06:00,AIRBUS A321,321,PT1H21M
918,2025-05-18,20250518+DL+0918,DL,DELTA AIR LINES INC.,ON_TIME,PHX,ATL,CANCELLED,LAS,HARRY REID INTL,LAS VEGAS,UNITED STATES,36.08,-115.1522,2025-05-18T09:25:00.000-07:00,2025-05-18T09:25:00.000-07:00,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,40.6386,-73.7769,2025-05-18T17:38:00.000-04:00,2025-05-18T17:38:00.000-04:00,2025-05-18T17:38:00.000-04:00,AIRBUS A321NEO,32Q,PT5H13M
918,2025-05-18,20250518+DL+0918,DL,DELTA AIR LINES INC.,ON_TIME,PHX,ATL,CANCELLED,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,40.6386,-73.7769,2025-05-18T19:55:00.000-04:00,2025-05-18T19:55:00.000-04:00,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,28.4319,-81.3247,2025-05-18T23:09:00.000-04:00,2025-05-18T23:09:00.000-04:00,2025-05-18T23:09:00.000-04:00,AIRBUS A321,321,PT3H14M
918,2025-05-18,20250518+DL+0918,DL,DELTA AIR LINES INC.,ON_TIME,PHX,ATL,ARRIVED,PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHOENIX,UNITED STATES,33.4353,-112.0119,2025-05-18T06:05:00.000-07:00,2025-05-18T06:05:00.000-07:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T12:43:00.000-04:00,2025-05-18T12:43:00.000-04:00,2025-05-18T12:43:00.000-04:00,AIRBUS A321,321,PT3H38M
2676,2025-05-18,20250518+DL+2676,DL,DELTA AIR LINES INC.,ON_TIME,BOS,ORD,CANCELLED,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T17:45:00.000-04:00,2025-05-18T17:45:00.000-04:00,DCA,RONALD REAGAN NATIONAL AIRPORT,WASHINGTON,UNITED STATES,38.8517,-77.0369,2025-05-18T19:15:00.000-04:00,2025-05-18T19:15:00.000-04:00,2025-05-18T19:15:00.000-04:00,AIRBUS A320,320,PT1H30M
2676,2025-05-18,20250518+DL+2676,DL,DELTA AIR LINES INC.,ON_TIME,BOS,ORD,CANCELLED,DCA,RONALD REAGAN NATIONAL AIRPORT,WASHINGTON,UNITED STATES,38.8517,-77.0369,2025-05-18T20:30:00.000-04:00,2025-05-18T20:30:00.000-04:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T22:08:00.000-04:00,2025-05-18T22:08:00.000-04:00,2025-05-18T22:08:00.000-04:00,AIRBUS A320,320,PT1H38M
2676,2025-05-18,20250518+DL+2676,DL,DELTA AIR LINES INC.,ON_TIME,BOS,ORD,CANCELLED,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,37.6194,-122.3728,2025-05-18T06:05:00.000-07:00,2025-05-18T06:05:00.000-07:00,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T08:21:00.000-07:00,2025-05-18T08:21:00.000-07:00,2025-05-18T08:21:00.000-07:00,AIRBUS A220-100 PASSENGER,221,PT2H16M
2676,2025-05-18,20250518+DL+2676,DL,DELTA AIR LINES INC.,ON_TIME,BOS,ORD,ARRIVED,BOS,EDWARD L. LOGAN INTERNATIONAL AIRPORT,BOSTON,UNITED STATES,42.365,-71.0053,2025-05-18T19:40:00.000-04:00,2025-05-18T19:40:00.000-04:00,ORD,O HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,41.9781,-87.9061,2025-05-18T21:35:00.000-05:00,2025-05-18T21:35:00.000-05:00,2025-05-18T21:35:00.000-05:00,AIRBUS A319,319,PT2H55M
637,2025-05-18,20250518+SS+0637,SS,CORSAIR T/A CORSAIR INTERNATIONAL,ARRIVED,DZA,LYS,ARRIVED,DZA,PAMANDZI INTERNATIONAL AIRPORT,DZAOUDZI,MAYOTTE,-12.7833,45.2833,2025-05-18T16:15:00.000+03:00,2025-05-18T16:17:00.000+03:00,RUN,ROLAND GARROS AIRPORT,SAINT DENIS DE LA REUNION,REUNION,-20.8772,55.5214,2025-05-18T19:30:00.000+04:00,2025-05-18T19:39:00.000+04:00,2025-05-18T19:39:00.000+04:00,AIRBUS A330-900 NEO,339,PT2H15M
637,2025-05-18,20250518+SS+0637,SS,CORSAIR T/A CORSAIR INTERNATIONAL,ARRIVED,DZA,LYS,ARRIVED,RUN,ROLAND GARROS AIRPORT,SAINT DENIS DE LA REUNION,REUNION,-20.8772,55.5214,2025-05-18T22:30:00.000+04:00,2025-05-18T22:30:00.000+04:00,MRS,PROVENCE AIRPORT,MARSEILLE,FRANCE,43.4356,5.2164,2025-05-19T07:45:00.000+02:00,2025-05-19T07:45:00.000+02:00,2025-05-19T07:45:00.000+02:00,AIRBUS A330-900 NEO,339,PT11H15M
637,2025-05-18,20250518+SS+0637,SS,CORSAIR T/A CORSAIR INTERNATIONAL,ARRIVED,DZA,LYS,ARRIVED,MRS,PROVENCE AIRPORT,MARSEILLE,FRANCE,43.4356,5.2164,2025-05-19T08:45:00.000+02:00,2025-05-19T08:45:00.000+02:00,LYS,LYON ST-EXUPERY AIRPORT,LYON,FRANCE,45.7256,5.0817,2025-05-19T09:50:00.000+02:00,2025-05-19T09:50:00.000+02:00,2025-05-19T09:50:00.000+02:00,AIRBUS A330-900 NEO,339,PT1H5M
1717,2025-05-18,20250518+DL+1717,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T20:50:00.000-04:00,2025-05-18T20:50:00.000-04:00,GSO,PIEDMONT TRIAD INTERNATIONAL AIRPORT,GREENSBORO/HIGH POINT,UNITED STATES,36.0919,-79.9428,2025-05-18T22:05:00.000-04:00,2025-05-18T22:05:00.000-04:00,2025-05-18T22:05:00.000-04:00,BOEING 737-900 PASSENGER,739,PT1H15M
1717,2025-05-18,20250518+DL+1717,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,ARRIVED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T09:55:00.000-04:00,2025-05-18T09:55:00.000-04:00,EYW,KEY WEST INTERNATIONAL AIRPORT,KEY WEST,UNITED STATES,24.5561,-81.7597,2025-05-18T11:49:00.000-04:00,2025-05-18T11:49:00.000-04:00,2025-05-18T11:49:00.000-04:00,AIRBUS A319,319,PT1H54M
1717,2025-05-18,20250518+DL+1717,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,ARRIVED,EYW,KEY WEST INTERNATIONAL AIRPORT,KEY WEST,UNITED STATES,24.5561,-81.7597,2025-05-18T12:31:00.000-04:00,2025-05-18T12:31:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T14:34:00.000-04:00,2025-05-18T14:34:00.000-04:00,2025-05-18T14:34:00.000-04:00,AIRBUS A319,319,PT2H3M
979,2025-05-18,20250518+DL+0979,DL,DELTA AIR LINES INC.,ON_TIME,LAX,JFK,CANCELLED,LGA,LA GUARDIA AIRPORT,NEW YORK,UNITED STATES,40.7794,-73.8758,2025-05-18T15:30:00.000-04:00,2025-05-18T15:30:00.000-04:00,ORD,O HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,41.9781,-87.9061,2025-05-18T17:10:00.000-05:00,2025-05-18T17:10:00.000-05:00,2025-05-18T17:10:00.000-05:00,AIRBUS A220-300 PASSENGER,223,PT2H40M
979,2025-05-18,20250518+DL+0979,DL,DELTA AIR LINES INC.,ON_TIME,LAX,JFK,CANCELLED,ORD,O HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,41.9781,-87.9061,2025-05-18T17:55:00.000-05:00,2025-05-18T17:55:00.000-05:00,LGA,LA GUARDIA AIRPORT,NEW YORK,UNITED STATES,40.7794,-73.8758,2025-05-18T21:11:00.000-04:00,2025-05-18T21:11:00.000-04:00,2025-05-18T21:11:00.000-04:00,AIRBUS A220-300 PASSENGER,223,PT2H16M
979,2025-05-18,20250518+DL+0979,DL,DELTA AIR LINES INC.,ON_TIME,LAX,JFK,CANCELLED,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,40.6386,-73.7769,2025-05-18T19:20:00.000-04:00,2025-05-18T19:20:00.000-04:00,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,37.6194,-122.3728,2025-05-18T23:27:00.000-07:00,2025-05-18T23:27:00.000-07:00,2025-05-18T23:27:00.000-07:00,BOEING 757-200 WINGLETS PASSENGER,75W,PT7H7M
979,2025-05-18,20250518+DL+0979,DL,DELTA AIR LINES INC.,ON_TIME,LAX,JFK,CANCELLED,LGA,LA GUARDIA AIRPORT,NEW YORK,UNITED STATES,40.7794,-73.8758,2025-05-18T17:00:00.000-04:00,2025-05-18T17:00:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T19:44:00.000-04:00,2025-05-18T19:44:00.000-04:00,2025-05-18T19:44:00.000-04:00,AIRBUS A321,321,PT2H44M
979,2025-05-18,20250518+DL+0979,DL,DELTA AIR LINES INC.,ON_TIME,LAX,JFK,CANCELLED,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,37.6194,-122.3728,2025-05-18T23:45:00.000-07:00,2025-05-18T23:45:00.000-07:00,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,40.6386,-73.7769,2025-05-19T08:36:00.000-04:00,2025-05-19T08:36:00.000-04:00,2025-05-19T08:36:00.000-04:00,BOEING 757-200 WINGLETS PASSENGER,75W,PT5H51M
979,2025-05-18,20250518+DL+0979,DL,DELTA AIR LINES INC.,ON_TIME,LAX,JFK,ARRIVED,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T07:00:00.000-07:00,2025-05-18T07:00:00.000-07:00,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,40.6386,-73.7769,2025-05-18T15:29:00.000-04:00,2025-05-18T15:29:00.000-04:00,2025-05-18T15:29:00.000-04:00,BOEING 767-400 PASSENGER,764,PT5H29M
1192,2025-05-18,20250518+DL+1192,DL,DELTA AIR LINES INC.,ON_TIME,DEN,MSP,CANCELLED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T08:00:00.000-06:00,2025-05-18T08:00:00.000-06:00,SJC,SAN JOSE INTERNATIONAL AIRPORT,SAN JOSE,UNITED STATES,37.3611,-121.9256,2025-05-18T09:18:00.000-07:00,2025-05-18T09:18:00.000-07:00,2025-05-18T09:18:00.000-07:00,AIRBUS A320,320,PT2H18M
1192,2025-05-18,20250518+DL+1192,DL,DELTA AIR LINES INC.,ON_TIME,DEN,MSP,CANCELLED,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,28.4319,-81.3247,2025-05-18T21:25:00.000-04:00,2025-05-18T21:25:00.000-04:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T23:50:00.000-05:00,2025-05-18T23:50:00.000-05:00,2025-05-18T23:50:00.000-05:00,AIRBUS A321,321,PT3H25M
1192,2025-05-18,20250518+DL+1192,DL,DELTA AIR LINES INC.,ON_TIME,DEN,MSP,CANCELLED,SJC,SAN JOSE INTERNATIONAL AIRPORT,SAN JOSE,UNITED STATES,37.3611,-121.9256,2025-05-18T10:13:00.000-07:00,2025-05-18T10:13:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T13:10:00.000-06:00,2025-05-18T13:10:00.000-06:00,2025-05-18T13:10:00.000-06:00,AIRBUS A320,320,PT1H57M
1192,2025-05-18,20250518+DL+1192,DL,DELTA AIR LINES INC.,ON_TIME,DEN,MSP,CANCELLED,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T15:55:00.000-05:00,2025-05-18T15:55:00.000-05:00,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,28.4319,-81.3247,2025-05-18T20:13:00.000-04:00,2025-05-18T20:13:00.000-04:00,2025-05-18T20:13:00.000-04:00,AIRBUS A321,321,PT3H18M
1192,2025-05-18,20250518+DL+1192,DL,DELTA AIR LINES INC.,ON_TIME,DEN,MSP,CANCELLED,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,40.6386,-73.7769,2025-05-18T19:40:00.000-04:00,2025-05-18T19:40:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T22:37:00.000-04:00,2025-05-18T22:37:00.000-04:00,2025-05-18T22:37:00.000-04:00,BOEING 737-900 PASSENGER,739,PT2H57M
1192,2025-05-18,20250518+DL+1192,DL,DELTA AIR LINES INC.,ON_TIME,DEN,MSP,ARRIVED,DEN,DENVER INTERNATIONAL AIRPORT,DENVER,UNITED STATES,39.8547,-104.7181,2025-05-18T09:00:00.000-06:00,2025-05-18T09:00:00.000-06:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T12:01:00.000-05:00,2025-05-18T12:01:00.000-05:00,2025-05-18T12:01:00.000-05:00,BOEING 737-900 PASSENGER,739,PT2H1M
2077,2025-05-18,20250518+DL+2077,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,CANCELLED,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T07:35:00.000-07:00,2025-05-18T07:35:00.000-07:00,DEN,DENVER INTERNATIONAL AIRPORT,DENVER,UNITED STATES,39.8547,-104.7181,2025-05-18T11:22:00.000-06:00,2025-05-18T11:22:00.000-06:00,2025-05-18T11:22:00.000-06:00,AIRBUS A220-100 PASSENGER,221,PT2H47M
2077,2025-05-18,20250518+DL+2077,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,CANCELLED,DEN,DENVER INTERNATIONAL AIRPORT,DENVER,UNITED STATES,39.8547,-104.7181,2025-05-18T12:25:00.000-06:00,2025-05-18T12:25:00.000-06:00,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T14:28:00.000-07:00,2025-05-18T14:28:00.000-07:00,2025-05-18T14:28:00.000-07:00,AIRBUS A220-100 PASSENGER,221,PT3H3M
2077,2025-05-18,20250518+DL+2077,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,ARRIVED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T17:15:00.000-06:00,2025-05-18T17:15:00.000-06:00,SNA,JOHN WAYNE AIRPORT,SANTA ANA,UNITED STATES,33.6756,-117.8669,2025-05-18T18:07:00.000-07:00,2025-05-18T18:07:00.000-07:00,2025-05-18T18:07:00.000-07:00,AIRBUS A220-100 PASSENGER,221,PT1H52M
2077,2025-05-18,20250518+DL+2077,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,ARRIVED,SNA,JOHN WAYNE AIRPORT,SANTA ANA,UNITED STATES,33.6756,-117.8669,2025-05-18T19:00:00.000-07:00,2025-05-18T19:00:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T21:50:00.000-06:00,2025-05-18T21:50:00.000-06:00,2025-05-18T21:50:00.000-06:00,AIRBUS A220-100 PASSENGER,221,PT1H50M
1293,2025-05-18,20250518+DL+1293,DL,DELTA AIR LINES INC.,ON_TIME,SNA,SEA,CANCELLED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T17:10:00.000-06:00,2025-05-18T17:10:00.000-06:00,SNA,JOHN WAYNE AIRPORT,SANTA ANA,UNITED STATES,33.6756,-117.8669,2025-05-18T18:08:00.000-07:00,2025-05-18T18:08:00.000-07:00,2025-05-18T18:08:00.000-07:00,AIRBUS A220-100 PASSENGER,221,PT1H58M
1293,2025-05-18,20250518+DL+1293,DL,DELTA AIR LINES INC.,ON_TIME,SNA,SEA,CANCELLED,SNA,JOHN WAYNE AIRPORT,SANTA ANA,UNITED STATES,33.6756,-117.8669,2025-05-18T19:05:00.000-07:00,2025-05-18T19:05:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T21:58:00.000-06:00,2025-05-18T21:58:00.000-06:00,2025-05-18T21:58:00.000-06:00,AIRBUS A220-100 PASSENGER,221,PT1H53M
