flight_number,flight_date,flight_id,airline_code,airline_name,status,origin,destination,leg_status,departure_airport_code,departure_airport_name,departure_city,departure_country,departure_latitude,departure_longitude,scheduled_departure_time,latest_departure_time,arrival_airport_code,arrival_airport_name,arrival_city,arrival_country,arrival_latitude,arrival_longitude,scheduled_arrival_time,latest_arrival_time,estimated_arrival_time,aircraft_type,aircraft_code,scheduled_duration
1136,2025-05-18,20250518+DL+1136,DL,DELTA AIR LINES INC.,ON_TIME,OMA,ATL,CANCELLED,EWR,NEWARK LIBERTY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,40.6958,-74.1717,2025-05-18T20:20:00.000-04:00,2025-05-18T20:20:00.000-04:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T22:20:00.000-04:00,2025-05-18T22:20:00.000-04:00,2025-05-18T22:20:00.000-04:00,BOEING 717-200,717,PT2H
1136,2025-05-18,20250518+DL+1136,DL,DELTA AIR LINES INC.,ON_TIME,OMA,ATL,ARRIVED,OMA,EPPLEY AIRFIELD,OMAHA,UNITED STATES,41.3025,-95.8942,2025-05-18T05:35:00.000-05:00,2025-05-18T05:35:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T08:56:00.000-04:00,2025-05-18T08:56:00.000-04:00,2025-05-18T08:56:00.000-04:00,AIRBUS A320,320,PT2H21M
1118,2025-05-18,20250518+DL+1118,DL,DELTA AIR LINES INC.,ON_TIME,PIT,MSP,CANCELLED,PHL,PHILADELPHIA INTERNATIONAL AIRPORT,PHILADELPHIA,UNITED STATES,39.8717,-75.2422,2025-05-18T08:40:00.000-04:00,2025-05-18T08:40:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T10:55:00.000-04:00,2025-05-18T10:55:00.000-04:00,2025-05-18T10:55:00.000-04:00,AIRBUS A321,321,PT2H15M
1118,2025-05-18,20250518+DL+1118,DL,DELTA AIR LINES INC.,ON_TIME,PIT,MSP,CANCELLED,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,28.4319,-81.3247,2025-05-18T21:20:00.000-04:00,2025-05-18T21:20:00.000-04:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-19T00:01:00.000-05:00,2025-05-19T00:01:00.000-05:00,2025-05-19T00:01:00.000-05:00,AIRBUS A321,321,PT3H41M
1118,2025-05-18,20250518+DL+1118,DL,DELTA AIR LINES INC.,ON_TIME,PIT,MSP,CANCELLED,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T15:30:00.000-05:00,2025-05-18T15:30:00.000-05:00,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,28.4319,-81.3247,2025-05-18T19:51:00.000-04:00,2025-05-18T19:51:00.000-04:00,2025-05-18T19:51:00.000-04:00,AIRBUS A321,321,PT3H21M
1118,2025-05-18,20250518+DL+1118,DL,DELTA AIR LINES INC.,ON_TIME,PIT,MSP,ARRIVED,PIT,PITTSBURGH INTERNATIONAL AIRPORT,PITTSBURGH,UNITED STATES,40.4967,-80.2358,2025-05-18T06:45:00.000-04:00,2025-05-18T06:45:00.000-04:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T08:05:00.000-05:00,2025-05-18T08:05:00.000-05:00,2025-05-18T08:05:00.000-05:00,AIRBUS A319,319,PT2H20M
1338,2025-05-18,20250518+DL+1338,DL,DELTA AIR LINES INC.,ON_TIME,ORF,ATL,CANCELLED,MSY,LOUIS ARMSTRONG INTERNATIONAL AIRPORT,NEW ORLEANS,UNITED STATES,29.9911,-90.2514,2025-05-18T19:02:00.000-05:00,2025-05-18T19:02:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T21:34:00.000-04:00,2025-05-18T21:34:00.000-04:00,2025-05-18T21:34:00.000-04:00,BOEING 757 PASSENGER,757,PT1H32M
1338,2025-05-18,20250518+DL+1338,DL,DELTA AIR LINES INC.,ON_TIME,ORF,ATL,CANCELLED,MSY,LOUIS ARMSTRONG INTERNATIONAL AIRPORT,NEW ORLEANS,UNITED STATES,29.9911,-90.2514,2025-05-18T06:30:00.000-05:00,2025-05-18T06:30:00.000-05:00,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T08:39:00.000-07:00,2025-05-18T08:39:00.000-07:00,2025-05-18T08:39:00.000-07:00,BOEING 737-900 PASSENGER,739,PT4H9M
1338,2025-05-18,20250518+DL+1338,DL,DELTA AIR LINES INC.,ON_TIME,ORF,ATL,CANCELLED,BTR,RYAN AIRPORT,BATON ROUGE,UNITED STATES,30.5317,-91.1506,2025-05-18T06:00:00.000-05:00,2025-05-18T06:00:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T08:34:00.000-04:00,2025-05-18T08:34:00.000-04:00,2025-05-18T08:34:00.000-04:00,BOEING 717-200,717,PT1H34M
1338,2025-05-18,20250518+DL+1338,DL,DELTA AIR LINES INC.,ON_TIME,ORF,ATL,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T17:15:00.000-04:00,2025-05-18T17:15:00.000-04:00,MSY,LOUIS ARMSTRONG INTERNATIONAL AIRPORT,NEW ORLEANS,UNITED STATES,29.9911,-90.2514,2025-05-18T17:52:00.000-05:00,2025-05-18T17:52:00.000-05:00,2025-05-18T17:52:00.000-05:00,BOEING 757 PASSENGER,757,PT1H37M
1338,2025-05-18,20250518+DL+1338,DL,DELTA AIR LINES INC.,ON_TIME,ORF,ATL,ARRIVED,ORF,NORFOLK INTERNATIONAL AIRPORT,NORFOLK,UNITED STATES,36.8958,-76.2014,2025-05-18T08:25:00.000-04:00,2025-05-18T08:25:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T10:25:00.000-04:00,2025-05-18T10:25:00.000-04:00,2025-05-18T10:25:00.000-04:00,BOEING 757 PASSENGER,757,PT2H
1427,2025-05-18,20250518+DL+1427,DL,DELTA AIR LINES INC.,ON_TIME,DTW,DTW,CANCELLED,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,28.4319,-81.3247,2025-05-18T20:07:00.000-04:00,2025-05-18T20:07:00.000-04:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T22:47:00.000-04:00,2025-05-18T22:47:00.000-04:00,2025-05-18T22:47:00.000-04:00,BOEING 757-300 PASSENGER,753,PT2H40M
1427,2025-05-18,20250518+DL+1427,DL,DELTA AIR LINES INC.,ON_TIME,DTW,DTW,CANCELLED,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T08:10:00.000-05:00,2025-05-18T08:10:00.000-05:00,STL,LAMBERT-ST. LOUIS INTERNATIONAL AIRPORT,SAINT LOUIS,UNITED STATES,38.7472,-90.3644,2025-05-18T09:40:00.000-05:00,2025-05-18T09:40:00.000-05:00,2025-05-18T09:40:00.000-05:00,BOEING 717-200,717,PT1H30M
1427,2025-05-18,20250518+DL+1427,DL,DELTA AIR LINES INC.,ON_TIME,DTW,DTW,CANCELLED,STL,LAMBERT-ST. LOUIS INTERNATIONAL AIRPORT,SAINT LOUIS,UNITED STATES,38.7472,-90.3644,2025-05-18T10:10:00.000-05:00,2025-05-18T10:10:00.000-05:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T11:42:00.000-05:00,2025-05-18T11:42:00.000-05:00,2025-05-18T11:42:00.000-05:00,BOEING 717-200,717,PT1H32M
1427,2025-05-18,20250518+DL+1427,DL,DELTA AIR LINES INC.,ON_TIME,DTW,DTW,CANCELLED,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T16:35:00.000-04:00,2025-05-18T16:35:00.000-04:00,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,28.4319,-81.3247,2025-05-18T19:20:00.000-04:00,2025-05-18T19:20:00.000-04:00,2025-05-18T19:20:00.000-04:00,BOEING 757-300 PASSENGER,753,PT2H45M
1427,2025-05-18,20250518+DL+1427,DL,DELTA AIR LINES INC.,ON_TIME,DTW,DTW,CANCELLED,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,40.6386,-73.7769,2025-05-18T08:35:00.000-04:00,2025-05-18T08:35:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T11:13:00.000-04:00,2025-05-18T11:13:00.000-04:00,2025-05-18T11:13:00.000-04:00,BOEING 757 PASSENGER,757,PT2H38M
1427,2025-05-18,20250518+DL+1427,DL,DELTA AIR LINES INC.,ON_TIME,DTW,DTW,ARRIVED,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T07:00:00.000-04:00,2025-05-18T07:00:00.000-04:00,RDU,RALEIGH/DURHAM INTERNATIONAL AIRPORT,RALEIGH/DURHAM,UNITED STATES,35.8753,-78.7819,2025-05-18T08:51:00.000-04:00,2025-05-18T08:51:00.000-04:00,2025-05-18T08:51:00.000-04:00,BOEING 717-200,717,PT1H51M
1427,2025-05-18,20250518+DL+1427,DL,DELTA AIR LINES INC.,ON_TIME,DTW,DTW,ARRIVED,RDU,RALEIGH/DURHAM INTERNATIONAL AIRPORT,RALEIGH/DURHAM,UNITED STATES,35.8753,-78.7819,2025-05-18T09:55:00.000-04:00,2025-05-18T09:55:00.000-04:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T11:49:00.000-04:00,2025-05-18T11:49:00.000-04:00,2025-05-18T11:49:00.000-04:00,BOEING 717-200,717,PT1H54M
1628,2025-05-18,20250518+DL+1628,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,IAH,GEORGE BUSH INTERCONTINENTAL AIRPORT,HOUSTON,UNITED STATES,29.9833,-95.34,2025-05-18T19:40:00.000-05:00,2025-05-18T19:40:00.000-05:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T21:48:00.000-06:00,2025-05-18T21:48:00.000-06:00,2025-05-18T21:48:00.000-06:00,AIRBUS A319,319,PT3H8M
1628,2025-05-18,20250518+DL+1628,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T08:55:00.000-04:00,2025-05-18T08:55:00.000-04:00,AVL,ASHEVILLE REGIONAL AIRPORT,ASHEVILLE/HENDERSONV.,UNITED STATES,35.435,-82.5411,2025-05-18T09:51:00.000-04:00,2025-05-18T09:51:00.000-04:00,2025-05-18T09:51:00.000-04:00,BOEING 717-200,717,PT56M
1628,2025-05-18,20250518+DL+1628,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,SGF,SPRINGFIELD-BRANSON NATIONAL AIRPORT,SPRINGFIELD,UNITED STATES,37.24,-93.385,2025-05-18T06:00:00.000-05:00,2025-05-18T06:00:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T08:43:00.000-04:00,2025-05-18T08:43:00.000-04:00,2025-05-18T08:43:00.000-04:00,BOEING 717-200,717,PT1H43M
1628,2025-05-18,20250518+DL+1628,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T14:19:00.000-06:00,2025-05-18T14:19:00.000-06:00,IAH,GEORGE BUSH INTERCONTINENTAL AIRPORT,HOUSTON,UNITED STATES,29.9833,-95.34,2025-05-18T18:20:00.000-05:00,2025-05-18T18:20:00.000-05:00,2025-05-18T18:20:00.000-05:00,AIRBUS A319,319,PT3H1M
1628,2025-05-18,20250518+DL+1628,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,AVL,ASHEVILLE REGIONAL AIRPORT,ASHEVILLE/HENDERSONV.,UNITED STATES,35.435,-82.5411,2025-05-18T10:36:00.000-04:00,2025-05-18T10:36:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T11:30:00.000-04:00,2025-05-18T11:30:00.000-04:00,2025-05-18T11:30:00.000-04:00,BOEING 717-200,717,PT54M
1628,2025-05-18,20250518+DL+1628,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,ARRIVED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T12:16:00.000-04:00,2025-05-18T12:16:00.000-04:00,GNV,GAINESVILLE REGIONAL AIRPORT,GAINESVILLE,UNITED STATES,29.6897,-82.2758,2025-05-18T13:25:00.000-04:00,2025-05-18T13:25:00.000-04:00,2025-05-18T13:25:00.000-04:00,BOEING 717-200,717,PT1H9M
1628,2025-05-18,20250518+DL+1628,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,ARRIVED,GNV,GAINESVILLE REGIONAL AIRPORT,GAINESVILLE,UNITED STATES,29.6897,-82.2758,2025-05-18T14:25:00.000-04:00,2025-05-18T14:25:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T15:45:00.000-04:00,2025-05-18T15:45:00.000-04:00,2025-05-18T15:45:00.000-04:00,BOEING 717-200,717,PT1H20M
1249,2025-05-18,20250518+DL+1249,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T18:16:00.000-04:00,2025-05-18T18:16:00.000-04:00,TPA,TAMPA INTERNATIONAL AIRPORT,TAMPA,UNITED STATES,27.9731,-82.5353,2025-05-18T19:51:00.000-04:00,2025-05-18T19:51:00.000-04:00,2025-05-18T19:51:00.000-04:00,BOEING 757 PASSENGER,757,PT1H35M
1249,2025-05-18,20250518+DL+1249,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,FLL,FORT LAUDERDALE INTERNATIONAL AIRPORT,FORT LAUDERDALE,UNITED STATES,26.0742,-80.1517,2025-05-18T11:50:00.000-04:00,2025-05-18T11:50:00.000-04:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T14:55:00.000-04:00,2025-05-18T14:55:00.000-04:00,2025-05-18T14:55:00.000-04:00,AIRBUS A321,321,PT3H5M
1249,2025-05-18,20250518+DL+1249,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,TPA,TAMPA INTERNATIONAL AIRPORT,TAMPA,UNITED STATES,27.9731,-82.5353,2025-05-18T20:59:00.000-04:00,2025-05-18T20:59:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T22:40:00.000-04:00,2025-05-18T22:40:00.000-04:00,2025-05-18T22:40:00.000-04:00,BOEING 757 PASSENGER,757,PT1H41M
1249,2025-05-18,20250518+DL+1249,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T07:10:00.000-04:00,2025-05-18T07:10:00.000-04:00,FLL,FORT LAUDERDALE INTERNATIONAL AIRPORT,FORT LAUDERDALE,UNITED STATES,26.0742,-80.1517,2025-05-18T10:15:00.000-04:00,2025-05-18T10:15:00.000-04:00,2025-05-18T10:15:00.000-04:00,AIRBUS A321,321,PT3H5M
1249,2025-05-18,20250518+DL+1249,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,ARRIVED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T16:23:00.000-04:00,2025-05-18T16:23:00.000-04:00,LEX,BLUE GRASS AIRPORT,LEXINGTON,UNITED STATES,38.0397,-84.6022,2025-05-18T17:40:00.000-04:00,2025-05-18T17:40:00.000-04:00,2025-05-18T17:40:00.000-04:00,BOEING 717-200,717,PT1H17M
1249,2025-05-18,20250518+DL+1249,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,ARRIVED,LEX,BLUE GRASS AIRPORT,LEXINGTON,UNITED STATES,38.0397,-84.6022,2025-05-18T18:35:00.000-04:00,2025-05-18T18:35:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T20:01:00.000-04:00,2025-05-18T20:01:00.000-04:00,2025-05-18T20:01:00.000-04:00,BOEING 717-200,717,PT1H26M
712,2025-05-18,20250518+DL+0712,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T07:15:00.000-04:00,2025-05-18T07:15:00.000-04:00,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T09:00:00.000-07:00,2025-05-18T09:00:00.000-07:00,2025-05-18T09:00:00.000-07:00,BOEING 757-300 PASSENGER,753,PT4H45M
712,2025-05-18,20250518+DL+0712,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,ARRIVED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T19:50:00.000-04:00,2025-05-18T19:50:00.000-04:00,SAN,SAN DIEGO INTERNATIONAL AIRPORT,SAN DIEGO,UNITED STATES,32.7328,-117.1872,2025-05-18T21:37:00.000-07:00,2025-05-18T21:37:00.000-07:00,2025-05-18T21:37:00.000-07:00,BOEING 757-300 PASSENGER,753,PT4H47M
712,2025-05-18,20250518+DL+0712,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,ARRIVED,SAN,SAN DIEGO INTERNATIONAL AIRPORT,SAN DIEGO,UNITED STATES,32.7328,-117.1872,2025-05-18T21:40:00.000-07:00,2025-05-18T21:40:00.000-07:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-19T04:55:00.000-04:00,2025-05-19T04:55:00.000-04:00,2025-05-19T04:55:00.000-04:00,AIRBUS A321,321,PT4H15M
1334,2025-05-18,20250518+DL+1334,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,SAN,SAN DIEGO INTERNATIONAL AIRPORT,SAN DIEGO,UNITED STATES,32.7328,-117.1872,2025-05-18T19:10:00.000-07:00,2025-05-18T19:10:00.000-07:00,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T22:10:00.000-07:00,2025-05-18T22:10:00.000-07:00,2025-05-18T22:10:00.000-07:00,AIRBUS A320,320,PT3H
1334,2025-05-18,20250518+DL+1334,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,RDU,RALEIGH/DURHAM INTERNATIONAL AIRPORT,RALEIGH/DURHAM,UNITED STATES,35.8753,-78.7819,2025-05-18T18:35:00.000-04:00,2025-05-18T18:35:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T20:08:00.000-04:00,2025-05-18T20:08:00.000-04:00,2025-05-18T20:08:00.000-04:00,BOEING 757 PASSENGER,757,PT1H33M
1334,2025-05-18,20250518+DL+1334,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T15:17:00.000-07:00,2025-05-18T15:17:00.000-07:00,SAN,SAN DIEGO INTERNATIONAL AIRPORT,SAN DIEGO,UNITED STATES,32.7328,-117.1872,2025-05-18T18:08:00.000-07:00,2025-05-18T18:08:00.000-07:00,2025-05-18T18:08:00.000-07:00,AIRBUS A320,320,PT2H51M
1334,2025-05-18,20250518+DL+1334,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T13:45:00.000-04:00,2025-05-18T13:45:00.000-04:00,RDU,RALEIGH/DURHAM INTERNATIONAL AIRPORT,RALEIGH/DURHAM,UNITED STATES,35.8753,-78.7819,2025-05-18T15:05:00.000-04:00,2025-05-18T15:05:00.000-04:00,2025-05-18T15:05:00.000-04:00,BOEING 757 PASSENGER,757,PT1H20M
1334,2025-05-18,20250518+DL+1334,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,ARRIVED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T07:15:00.000-04:00,2025-05-18T07:15:00.000-04:00,FLL,FORT LAUDERDALE INTERNATIONAL AIRPORT,FORT LAUDERDALE,UNITED STATES,26.0742,-80.1517,2025-05-18T09:08:00.000-04:00,2025-05-18T09:08:00.000-04:00,2025-05-18T09:08:00.000-04:00,BOEING 757 PASSENGER,757,PT1H53M
1334,2025-05-18,20250518+DL+1334,DL,DELTA AIR LINES INC.,ON_TIME,ATL,ATL,ARRIVED,FLL,FORT LAUDERDALE INTERNATIONAL AIRPORT,FORT LAUDERDALE,UNITED STATES,26.0742,-80.1517,2025-05-18T09:10:00.000-04:00,2025-05-18T09:10:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T11:05:00.000-04:00,2025-05-18T11:05:00.000-04:00,2025-05-18T11:05:00.000-04:00,BOEING 757 PASSENGER,757,PT1H55M
2263,2025-05-18,20250518+DL+2263,DL,DELTA AIR LINES INC.,ON_TIME,TPA,MSP,CANCELLED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T17:45:00.000-06:00,2025-05-18T17:45:00.000-06:00,BOI,BOISE AIR TERMINAL (GOWEN FIELD),BOISE,UNITED STATES,43.5653,-116.225,2025-05-18T18:55:00.000-06:00,2025-05-18T18:55:00.000-06:00,2025-05-18T18:55:00.000-06:00,AIRBUS A320,320,PT1H10M
2263,2025-05-18,20250518+DL+2263,DL,DELTA AIR LINES INC.,ON_TIME,TPA,MSP,CANCELLED,BOI,BOISE AIR TERMINAL (GOWEN FIELD),BOISE,UNITED STATES,43.5653,-116.225,2025-05-18T19:59:00.000-06:00,2025-05-18T19:59:00.000-06:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T21:11:00.000-06:00,2025-05-18T21:11:00.000-06:00,2025-05-18T21:11:00.000-06:00,AIRBUS A320,320,PT1H12M
2263,2025-05-18,20250518+DL+2263,DL,DELTA AIR LINES INC.,ON_TIME,TPA,MSP,ARRIVED,TPA,TAMPA INTERNATIONAL AIRPORT,TAMPA,UNITED STATES,27.9731,-82.5353,2025-05-18T07:25:00.000-04:00,2025-05-18T07:25:00.000-04:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T09:49:00.000-05:00,2025-05-18T09:49:00.000-05:00,2025-05-18T09:49:00.000-05:00,BOEING 737-900 PASSENGER,739,PT3H24M
1015,2025-05-18,20250518+DL+1015,DL,DELTA AIR LINES INC.,ON_TIME,IAD,SEA,CANCELLED,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,28.4319,-81.3247,2025-05-18T21:20:00.000-04:00,2025-05-18T21:20:00.000-04:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T23:57:00.000-05:00,2025-05-18T23:57:00.000-05:00,2025-05-18T23:57:00.000-05:00,AIRBUS A321,321,PT3H37M
1015,2025-05-18,20250518+DL+1015,DL,DELTA AIR LINES INC.,ON_TIME,IAD,SEA,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T12:57:00.000-04:00,2025-05-18T12:57:00.000-04:00,BDL,BRADLEY INTERNATIONAL AIRPORT,HARTFORD,UNITED STATES,41.9386,-72.6833,2025-05-18T15:18:00.000-04:00,2025-05-18T15:18:00.000-04:00,2025-05-18T15:18:00.000-04:00,BOEING 737-900 PASSENGER,739,PT2H21M
1015,2025-05-18,20250518+DL+1015,DL,DELTA AIR LINES INC.,ON_TIME,IAD,SEA,CANCELLED,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T11:15:00.000-05:00,2025-05-18T11:15:00.000-05:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T13:07:00.000-06:00,2025-05-18T13:07:00.000-06:00,2025-05-18T13:07:00.000-06:00,AIRBUS A321,321,PT2H52M
1015,2025-05-18,20250518+DL+1015,DL,DELTA AIR LINES INC.,ON_TIME,IAD,SEA,CANCELLED,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T15:50:00.000-05:00,2025-05-18T15:50:00.000-05:00,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,28.4319,-81.3247,2025-05-18T20:08:00.000-04:00,2025-05-18T20:08:00.000-04:00,2025-05-18T20:08:00.000-04:00,AIRBUS A321,321,PT3H18M
